Level	Rule Name	Subject	Property	Value
WARN	missing_definition	DRON:00023027	IAO:0000115	
WARN	missing_definition	DRON:00023088	IAO:0000115	
WARN	missing_definition	DRON:00023306	IAO:0000115	
WARN	missing_definition	DRON:00023392	IAO:0000115	
WARN	missing_definition	DRON:00023558	IAO:0000115	
WARN	missing_definition	DRON:00024920	IAO:0000115	
WARN	missing_definition	DRON:00025987	IAO:0000115	
WARN	missing_definition	DRON:00025989	IAO:0000115	
WARN	missing_definition	DRON:00026073	IAO:0000115	
WARN	missing_definition	DRON:00026161	IAO:0000115	
WARN	missing_definition	DRON:00026172	IAO:0000115	
WARN	missing_definition	DRON:00026303	IAO:0000115	
WARN	missing_definition	DRON:00026326	IAO:0000115	
WARN	missing_definition	DRON:00026348	IAO:0000115	
WARN	missing_definition	DRON:00026595	IAO:0000115	
WARN	missing_definition	DRON:00026717	IAO:0000115	
WARN	missing_definition	DRON:00026889	IAO:0000115	
WARN	missing_definition	DRON:00026927	IAO:0000115	
WARN	missing_definition	DRON:00027488	IAO:0000115	
WARN	missing_definition	DRON:00027639	IAO:0000115	
WARN	missing_definition	DRON:00027939	IAO:0000115	
WARN	missing_definition	DRON:00027970	IAO:0000115	
WARN	missing_definition	DRON:00028060	IAO:0000115	
WARN	missing_definition	DRON:00028948	IAO:0000115	
WARN	missing_definition	DRON:00030554	IAO:0000115	
WARN	missing_definition	DRON:00030841	IAO:0000115	
WARN	missing_definition	DRON:00030873	IAO:0000115	
WARN	missing_definition	DRON:00030925	IAO:0000115	
WARN	missing_definition	DRON:00031432	IAO:0000115	
WARN	missing_definition	DRON:00031867	IAO:0000115	
WARN	missing_definition	DRON:00031892	IAO:0000115	
WARN	missing_definition	DRON:00031946	IAO:0000115	
WARN	missing_definition	DRON:00031951	IAO:0000115	
WARN	missing_definition	DRON:00032047	IAO:0000115	
WARN	missing_definition	DRON:00032533	IAO:0000115	
WARN	missing_definition	DRON:00032549	IAO:0000115	
WARN	missing_definition	DRON:00033297	IAO:0000115	
WARN	missing_definition	DRON:00051859	IAO:0000115	
WARN	missing_definition	DRON:00775058	IAO:0000115	
WARN	missing_definition	ENVO:00000004	IAO:0000115	
WARN	missing_definition	ENVO:00002040	IAO:0000115	
WARN	missing_definition	ENVO:00002043	IAO:0000115	
WARN	missing_definition	ENVO:00002138	IAO:0000115	
WARN	missing_definition	ENVO:00002228	IAO:0000115	
WARN	missing_definition	ENVO:00003096	IAO:0000115	
WARN	missing_definition	ENVO:00003097	IAO:0000115	
WARN	missing_definition	ENVO:0010003	IAO:0000115	
WARN	missing_definition	ENVO:01000599	IAO:0000115	
WARN	missing_definition	ENVO:01000825	IAO:0000115	
WARN	missing_definition	EUPATH:0000574	IAO:0000115	
WARN	missing_definition	EUPATH:0043067	IAO:0000115	
WARN	missing_definition	EUPATH:0043068	IAO:0000115	
WARN	missing_definition	EUPATH:0043069	IAO:0000115	
WARN	missing_definition	EUPATH:0043070	IAO:0000115	
WARN	missing_definition	EUPATH:0043071	IAO:0000115	
WARN	missing_definition	EUPATH:0043072	IAO:0000115	
WARN	missing_definition	EUPATH:0043073	IAO:0000115	
WARN	missing_definition	EUPATH:0043074	IAO:0000115	
WARN	missing_definition	EUPATH:0043075	IAO:0000115	
WARN	missing_definition	EUPATH:0043078	IAO:0000115	
WARN	missing_definition	EUPATH:0043079	IAO:0000115	
WARN	missing_definition	EUPATH:0043080	IAO:0000115	
WARN	missing_definition	EUPATH:0043081	IAO:0000115	
WARN	missing_definition	EUPATH:0043082	IAO:0000115	
WARN	missing_definition	EUPATH:0043083	IAO:0000115	
WARN	missing_definition	EUPATH:0043084	IAO:0000115	
WARN	missing_definition	EUPATH:0043085	IAO:0000115	
WARN	missing_definition	EUPATH:0043086	IAO:0000115	
WARN	missing_definition	EUPATH:0043087	IAO:0000115	
WARN	missing_definition	EUPATH:0043088	IAO:0000115	
WARN	missing_definition	EUPATH:0043089	IAO:0000115	
WARN	missing_definition	EUPATH:0043091	IAO:0000115	
WARN	missing_definition	EUPATH:0043092	IAO:0000115	
WARN	missing_definition	EUPATH:0043093	IAO:0000115	
WARN	missing_definition	EUPATH:0043094	IAO:0000115	
WARN	missing_definition	EUPATH:0043095	IAO:0000115	
WARN	missing_definition	EUPATH:0043096	IAO:0000115	
WARN	missing_definition	EUPATH:0043098	IAO:0000115	
WARN	missing_definition	EUPATH:0043099	IAO:0000115	
WARN	missing_definition	EUPATH:0043100	IAO:0000115	
WARN	missing_definition	EUPATH:0043101	IAO:0000115	
WARN	missing_definition	EUPATH:0043102	IAO:0000115	
WARN	missing_definition	EUPATH:0043103	IAO:0000115	
WARN	missing_definition	EUPATH:0043105	IAO:0000115	
WARN	missing_definition	EUPATH:0043107	IAO:0000115	
WARN	missing_definition	EUPATH:0043108	IAO:0000115	
WARN	missing_definition	EUPATH:0043111	IAO:0000115	
WARN	missing_definition	EUPATH:0043112	IAO:0000115	
WARN	missing_definition	EUPATH:0043113	IAO:0000115	
WARN	missing_definition	EUPATH:0043114	IAO:0000115	
WARN	missing_definition	FOODON:03303130	IAO:0000115	
WARN	missing_definition	HP:0001939	IAO:0000115	
WARN	missing_definition	HP:0001944	IAO:0000115	
WARN	missing_definition	HP:0002795	IAO:0000115	
WARN	missing_definition	HP:0003249	IAO:0000115	
WARN	missing_definition	HP:0004372	IAO:0000115	
WARN	missing_definition	HP:0007185	IAO:0000115	
WARN	missing_definition	HP:0007392	IAO:0000115	
WARN	missing_definition	HP:0011276	IAO:0000115	
WARN	missing_definition	HP:0011277	IAO:0000115	
WARN	missing_definition	HP:0025031	IAO:0000115	
WARN	missing_definition	HP:0046506	IAO:0000115	
WARN	missing_definition	IAO:0000004	IAO:0000115	
WARN	missing_definition	IAO:0000039	IAO:0000115	
WARN	missing_definition	IAO:0000114	IAO:0000115	
WARN	missing_definition	IAO:0000404	IAO:0000115	
WARN	missing_definition	IAO:0000407	IAO:0000115	
WARN	missing_definition	IAO:0000426	IAO:0000115	
WARN	missing_definition	IAO:0000429	IAO:0000115	
WARN	missing_definition	IAO:8000000	IAO:0000115	
WARN	missing_definition	IAO:8000016	IAO:0000115	
WARN	missing_definition	IAO:8000017	IAO:0000115	
WARN	missing_definition	IAO:8000019	IAO:0000115	
WARN	missing_definition	IAO:8000020	IAO:0000115	
WARN	missing_definition	NCBITaxon:100677	IAO:0000115	
WARN	missing_definition	NCBITaxon:100678	IAO:0000115	
WARN	missing_definition	NCBITaxon:10114	IAO:0000115	
WARN	missing_definition	NCBITaxon:10116	IAO:0000115	
WARN	missing_definition	NCBITaxon:10117	IAO:0000115	
WARN	missing_definition	NCBITaxon:102285	IAO:0000115	
WARN	missing_definition	NCBITaxon:10239	IAO:0000115	
WARN	missing_definition	NCBITaxon:102899	IAO:0000115	
WARN	missing_definition	NCBITaxon:10358	IAO:0000115	
WARN	missing_definition	NCBITaxon:1038078	IAO:0000115	
WARN	missing_definition	NCBITaxon:10405	IAO:0000115	
WARN	missing_definition	NCBITaxon:10407	IAO:0000115	
WARN	missing_definition	NCBITaxon:104516	IAO:0000115	
WARN	missing_definition	NCBITaxon:10508	IAO:0000115	
WARN	missing_definition	NCBITaxon:1056966	IAO:0000115	
WARN	missing_definition	NCBITaxon:107326	IAO:0000115	
WARN	missing_definition	NCBITaxon:1073269	IAO:0000115	
WARN	missing_definition	NCBITaxon:1085685	IAO:0000115	
WARN	missing_definition	NCBITaxon:1085688	IAO:0000115	
WARN	missing_definition	NCBITaxon:1085689	IAO:0000115	
WARN	missing_definition	NCBITaxon:1085690	IAO:0000115	
WARN	missing_definition	NCBITaxon:1085691	IAO:0000115	
WARN	missing_definition	NCBITaxon:1088130	IAO:0000115	
WARN	missing_definition	NCBITaxon:108840	IAO:0000115	
WARN	missing_definition	NCBITaxon:1089792	IAO:0000115	
WARN	missing_definition	NCBITaxon:10912	IAO:0000115	
WARN	missing_definition	NCBITaxon:109668	IAO:0000115	
WARN	missing_definition	NCBITaxon:11019	IAO:0000115	
WARN	missing_definition	NCBITaxon:11021	IAO:0000115	
WARN	missing_definition	NCBITaxon:11039	IAO:0000115	
WARN	missing_definition	NCBITaxon:11050	IAO:0000115	
WARN	missing_definition	NCBITaxon:11051	IAO:0000115	
WARN	missing_definition	NCBITaxon:110671	IAO:0000115	
WARN	missing_definition	NCBITaxon:110766	IAO:0000115	
WARN	missing_definition	NCBITaxon:110788	IAO:0000115	
WARN	missing_definition	NCBITaxon:11080	IAO:0000115	
WARN	missing_definition	NCBITaxon:11082	IAO:0000115	
WARN	missing_definition	NCBITaxon:11102	IAO:0000115	
WARN	missing_definition	NCBITaxon:11103	IAO:0000115	
WARN	missing_definition	NCBITaxon:11137	IAO:0000115	
WARN	missing_definition	NCBITaxon:11157	IAO:0000115	
WARN	missing_definition	NCBITaxon:11158	IAO:0000115	
WARN	missing_definition	NCBITaxon:111615	IAO:0000115	
WARN	missing_definition	NCBITaxon:111810	IAO:0000115	
WARN	missing_definition	NCBITaxon:111865	IAO:0000115	
WARN	missing_definition	NCBITaxon:111991	IAO:0000115	
WARN	missing_definition	NCBITaxon:11216	IAO:0000115	
WARN	missing_definition	NCBITaxon:112264	IAO:0000115	
WARN	missing_definition	NCBITaxon:112265	IAO:0000115	
WARN	missing_definition	NCBITaxon:112266	IAO:0000115	
WARN	missing_definition	NCBITaxon:112268	IAO:0000115	
WARN	missing_definition	NCBITaxon:11234	IAO:0000115	
WARN	missing_definition	NCBITaxon:11244	IAO:0000115	
WARN	missing_definition	NCBITaxon:11250	IAO:0000115	
WARN	missing_definition	NCBITaxon:1129559	IAO:0000115	
WARN	missing_definition	NCBITaxon:11308	IAO:0000115	
WARN	missing_definition	NCBITaxon:11320	IAO:0000115	
WARN	missing_definition	NCBITaxon:1141471	IAO:0000115	
WARN	missing_definition	NCBITaxon:1141472	IAO:0000115	
WARN	missing_definition	NCBITaxon:1141473	IAO:0000115	
WARN	missing_definition	NCBITaxon:114292	IAO:0000115	
WARN	missing_definition	NCBITaxon:11520	IAO:0000115	
WARN	missing_definition	NCBITaxon:11552	IAO:0000115	
WARN	missing_definition	NCBITaxon:115703	IAO:0000115	
WARN	missing_definition	NCBITaxon:11577	IAO:0000115	
WARN	missing_definition	NCBITaxon:11646	IAO:0000115	
WARN	missing_definition	NCBITaxon:11676	IAO:0000115	
WARN	missing_definition	NCBITaxon:117571	IAO:0000115	
WARN	missing_definition	NCBITaxon:119089	IAO:0000115	
WARN	missing_definition	NCBITaxon:119225	IAO:0000115	
WARN	missing_definition	NCBITaxon:1197337	IAO:0000115	
WARN	missing_definition	NCBITaxon:11974	IAO:0000115	
WARN	missing_definition	NCBITaxon:11983	IAO:0000115	
WARN	missing_definition	NCBITaxon:1199414	IAO:0000115	
WARN	missing_definition	NCBITaxon:12022	IAO:0000115	
WARN	missing_definition	NCBITaxon:12058	IAO:0000115	
WARN	missing_definition	NCBITaxon:12059	IAO:0000115	
WARN	missing_definition	NCBITaxon:1205936	IAO:0000115	
WARN	missing_definition	NCBITaxon:1205938	IAO:0000115	
WARN	missing_definition	NCBITaxon:1205942	IAO:0000115	
WARN	missing_definition	NCBITaxon:1205943	IAO:0000115	
WARN	missing_definition	NCBITaxon:1205944	IAO:0000115	
WARN	missing_definition	NCBITaxon:1205945	IAO:0000115	
WARN	missing_definition	NCBITaxon:1205946	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206013	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206014	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206015	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206282	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206287	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206303	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206794	IAO:0000115	
WARN	missing_definition	NCBITaxon:1206795	IAO:0000115	
WARN	missing_definition	NCBITaxon:12080	IAO:0000115	
WARN	missing_definition	NCBITaxon:12082	IAO:0000115	
WARN	missing_definition	NCBITaxon:12083	IAO:0000115	
WARN	missing_definition	NCBITaxon:12086	IAO:0000115	
WARN	missing_definition	NCBITaxon:120868	IAO:0000115	
WARN	missing_definition	NCBITaxon:120869	IAO:0000115	
WARN	missing_definition	NCBITaxon:120870	IAO:0000115	
WARN	missing_definition	NCBITaxon:120872	IAO:0000115	
WARN	missing_definition	NCBITaxon:120873	IAO:0000115	
WARN	missing_definition	NCBITaxon:120874	IAO:0000115	
WARN	missing_definition	NCBITaxon:120877	IAO:0000115	
WARN	missing_definition	NCBITaxon:120878	IAO:0000115	
WARN	missing_definition	NCBITaxon:1212470	IAO:0000115	
WARN	missing_definition	NCBITaxon:1214271	IAO:0000115	
WARN	missing_definition	NCBITaxon:1224	IAO:0000115	
WARN	missing_definition	NCBITaxon:122928	IAO:0000115	
WARN	missing_definition	NCBITaxon:122929	IAO:0000115	
WARN	missing_definition	NCBITaxon:1236	IAO:0000115	
WARN	missing_definition	NCBITaxon:123673	IAO:0000115	
WARN	missing_definition	NCBITaxon:1239	IAO:0000115	
WARN	missing_definition	NCBITaxon:1245328	IAO:0000115	
WARN	missing_definition	NCBITaxon:124917	IAO:0000115	
WARN	missing_definition	NCBITaxon:12637	IAO:0000115	
WARN	missing_definition	NCBITaxon:12730	IAO:0000115	
WARN	missing_definition	NCBITaxon:1279	IAO:0000115	
WARN	missing_definition	NCBITaxon:127906	IAO:0000115	
WARN	missing_definition	NCBITaxon:1280	IAO:0000115	
WARN	missing_definition	NCBITaxon:12814	IAO:0000115	
WARN	missing_definition	NCBITaxon:1282	IAO:0000115	
WARN	missing_definition	NCBITaxon:1284620	IAO:0000115	
WARN	missing_definition	NCBITaxon:1285602	IAO:0000115	
WARN	missing_definition	NCBITaxon:1288825	IAO:0000115	
WARN	missing_definition	NCBITaxon:1289136	IAO:0000115	
WARN	missing_definition	NCBITaxon:1289137	IAO:0000115	
WARN	missing_definition	NCBITaxon:1289171	IAO:0000115	
WARN	missing_definition	NCBITaxon:1291063	IAO:0000115	
WARN	missing_definition	NCBITaxon:12967	IAO:0000115	
WARN	missing_definition	NCBITaxon:12968	IAO:0000115	
WARN	missing_definition	NCBITaxon:1301	IAO:0000115	
WARN	missing_definition	NCBITaxon:130309	IAO:0000115	
WARN	missing_definition	NCBITaxon:1313	IAO:0000115	
WARN	missing_definition	NCBITaxon:1314	IAO:0000115	
WARN	missing_definition	NCBITaxon:13146	IAO:0000115	
WARN	missing_definition	NCBITaxon:1320	IAO:0000115	
WARN	missing_definition	NCBITaxon:13203	IAO:0000115	
WARN	missing_definition	NCBITaxon:13204	IAO:0000115	
WARN	missing_definition	NCBITaxon:13248	IAO:0000115	
WARN	missing_definition	NCBITaxon:13249	IAO:0000115	
WARN	missing_definition	NCBITaxon:132724	IAO:0000115	
WARN	missing_definition	NCBITaxon:1344959	IAO:0000115	
WARN	missing_definition	NCBITaxon:1350	IAO:0000115	
WARN	missing_definition	NCBITaxon:1351	IAO:0000115	
WARN	missing_definition	NCBITaxon:1352	IAO:0000115	
WARN	missing_definition	NCBITaxon:136	IAO:0000115	
WARN	missing_definition	NCBITaxon:136846	IAO:0000115	
WARN	missing_definition	NCBITaxon:1379452	IAO:0000115	
WARN	missing_definition	NCBITaxon:1379453	IAO:0000115	
WARN	missing_definition	NCBITaxon:138531	IAO:0000115	
WARN	missing_definition	NCBITaxon:138534	IAO:0000115	
WARN	missing_definition	NCBITaxon:138536	IAO:0000115	
WARN	missing_definition	NCBITaxon:138537	IAO:0000115	
WARN	missing_definition	NCBITaxon:138950	IAO:0000115	
WARN	missing_definition	NCBITaxon:138954	IAO:0000115	
WARN	missing_definition	NCBITaxon:139	IAO:0000115	
WARN	missing_definition	NCBITaxon:139045	IAO:0000115	
WARN	missing_definition	NCBITaxon:139049	IAO:0000115	
WARN	missing_definition	NCBITaxon:139053	IAO:0000115	
WARN	missing_definition	NCBITaxon:139054	IAO:0000115	
WARN	missing_definition	NCBITaxon:139055	IAO:0000115	
WARN	missing_definition	NCBITaxon:139056	IAO:0000115	
WARN	missing_definition	NCBITaxon:139057	IAO:0000115	
WARN	missing_definition	NCBITaxon:1394984	IAO:0000115	
WARN	missing_definition	NCBITaxon:140438	IAO:0000115	
WARN	missing_definition	NCBITaxon:140439	IAO:0000115	
WARN	missing_definition	NCBITaxon:1411916	IAO:0000115	
WARN	missing_definition	NCBITaxon:1424507	IAO:0000115	
WARN	missing_definition	NCBITaxon:142786	IAO:0000115	
WARN	missing_definition	NCBITaxon:142886	IAO:0000115	
WARN	missing_definition	NCBITaxon:142887	IAO:0000115	
WARN	missing_definition	NCBITaxon:142888	IAO:0000115	
WARN	missing_definition	NCBITaxon:1437010	IAO:0000115	
WARN	missing_definition	NCBITaxon:1481111	IAO:0000115	
WARN	missing_definition	NCBITaxon:149459	IAO:0000115	
WARN	missing_definition	NCBITaxon:149531	IAO:0000115	
WARN	missing_definition	NCBITaxon:1496	IAO:0000115	
WARN	missing_definition	NCBITaxon:1496333	IAO:0000115	
WARN	missing_definition	NCBITaxon:1507401	IAO:0000115	
WARN	missing_definition	NCBITaxon:1513	IAO:0000115	
WARN	missing_definition	NCBITaxon:1513311	IAO:0000115	
WARN	missing_definition	NCBITaxon:1513312	IAO:0000115	
WARN	missing_definition	NCBITaxon:1513313	IAO:0000115	
WARN	missing_definition	NCBITaxon:1518534	IAO:0000115	
WARN	missing_definition	NCBITaxon:1521113	IAO:0000115	
WARN	missing_definition	NCBITaxon:1521115	IAO:0000115	
WARN	missing_definition	NCBITaxon:1521116	IAO:0000115	
WARN	missing_definition	NCBITaxon:1529933	IAO:0000115	
WARN	missing_definition	NCBITaxon:1529942	IAO:0000115	
WARN	missing_definition	NCBITaxon:1538645	IAO:0000115	
WARN	missing_definition	NCBITaxon:1545690	IAO:0000115	
WARN	missing_definition	NCBITaxon:1548034	IAO:0000115	
WARN	missing_definition	NCBITaxon:1549204	IAO:0000115	
WARN	missing_definition	NCBITaxon:1549675	IAO:0000115	
WARN	missing_definition	NCBITaxon:1551375	IAO:0000115	
WARN	missing_definition	NCBITaxon:157	IAO:0000115	
WARN	missing_definition	NCBITaxon:1578836	IAO:0000115	
WARN	missing_definition	NCBITaxon:1582038	IAO:0000115	
WARN	missing_definition	NCBITaxon:159154	IAO:0000115	
WARN	missing_definition	NCBITaxon:160229	IAO:0000115	
WARN	missing_definition	NCBITaxon:161	IAO:0000115	
WARN	missing_definition	NCBITaxon:1617964	IAO:0000115	
WARN	missing_definition	NCBITaxon:162145	IAO:0000115	
WARN	missing_definition	NCBITaxon:162387	IAO:0000115	
WARN	missing_definition	NCBITaxon:162636	IAO:0000115	
WARN	missing_definition	NCBITaxon:162637	IAO:0000115	
WARN	missing_definition	NCBITaxon:162997	IAO:0000115	
WARN	missing_definition	NCBITaxon:162998	IAO:0000115	
WARN	missing_definition	NCBITaxon:163000	IAO:0000115	
WARN	missing_definition	NCBITaxon:1643685	IAO:0000115	
WARN	missing_definition	NCBITaxon:1678250	IAO:0000115	
WARN	missing_definition	NCBITaxon:1701320	IAO:0000115	
WARN	missing_definition	NCBITaxon:1716	IAO:0000115	
WARN	missing_definition	NCBITaxon:174620	IAO:0000115	
WARN	missing_definition	NCBITaxon:174621	IAO:0000115	
WARN	missing_definition	NCBITaxon:174825	IAO:0000115	
WARN	missing_definition	NCBITaxon:174826	IAO:0000115	
WARN	missing_definition	NCBITaxon:175121	IAO:0000115	
WARN	missing_definition	NCBITaxon:1762	IAO:0000115	
WARN	missing_definition	NCBITaxon:1763	IAO:0000115	
WARN	missing_definition	NCBITaxon:1769044	IAO:0000115	
WARN	missing_definition	NCBITaxon:177093	IAO:0000115	
WARN	missing_definition	NCBITaxon:177094	IAO:0000115	
WARN	missing_definition	NCBITaxon:1773	IAO:0000115	
WARN	missing_definition	NCBITaxon:1783272	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799668	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799669	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799674	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799675	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799676	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799681	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799682	IAO:0000115	
WARN	missing_definition	NCBITaxon:1799684	IAO:0000115	
WARN	missing_definition	NCBITaxon:180448	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806171	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806173	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806174	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806175	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806176	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806178	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806179	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806180	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806181	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806182	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806183	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806184	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806185	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806186	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806187	IAO:0000115	
WARN	missing_definition	NCBITaxon:1806189	IAO:0000115	
WARN	missing_definition	NCBITaxon:1808015	IAO:0000115	
WARN	missing_definition	NCBITaxon:181550	IAO:0000115	
WARN	missing_definition	NCBITaxon:1817	IAO:0000115	
WARN	missing_definition	NCBITaxon:183407	IAO:0000115	
WARN	missing_definition	NCBITaxon:184770	IAO:0000115	
WARN	missing_definition	NCBITaxon:185578	IAO:0000115	
WARN	missing_definition	NCBITaxon:186751	IAO:0000115	
WARN	missing_definition	NCBITaxon:186802	IAO:0000115	
WARN	missing_definition	NCBITaxon:1868215	IAO:0000115	
WARN	missing_definition	NCBITaxon:186826	IAO:0000115	
WARN	missing_definition	NCBITaxon:186938	IAO:0000115	
WARN	missing_definition	NCBITaxon:1870884	IAO:0000115	
WARN	missing_definition	NCBITaxon:188699	IAO:0000115	
WARN	missing_definition	NCBITaxon:188700	IAO:0000115	
WARN	missing_definition	NCBITaxon:1903411	IAO:0000115	
WARN	missing_definition	NCBITaxon:190374	IAO:0000115	
WARN	missing_definition	NCBITaxon:190376	IAO:0000115	
WARN	missing_definition	NCBITaxon:190378	IAO:0000115	
WARN	missing_definition	NCBITaxon:190385	IAO:0000115	
WARN	missing_definition	NCBITaxon:190765	IAO:0000115	
WARN	missing_definition	NCBITaxon:1931080	IAO:0000115	
WARN	missing_definition	NCBITaxon:1935182	IAO:0000115	
WARN	missing_definition	NCBITaxon:194	IAO:0000115	
WARN	missing_definition	NCBITaxon:195	IAO:0000115	
WARN	missing_definition	NCBITaxon:1962408	IAO:0000115	
WARN	missing_definition	NCBITaxon:1962409	IAO:0000115	
WARN	missing_definition	NCBITaxon:1962411	IAO:0000115	
WARN	missing_definition	NCBITaxon:197	IAO:0000115	
WARN	missing_definition	NCBITaxon:197911	IAO:0000115	
WARN	missing_definition	NCBITaxon:197912	IAO:0000115	
WARN	missing_definition	NCBITaxon:197913	IAO:0000115	
WARN	missing_definition	NCBITaxon:199889	IAO:0000115	
WARN	missing_definition	NCBITaxon:199890	IAO:0000115	
WARN	missing_definition	NCBITaxon:2	IAO:0000115	
WARN	missing_definition	NCBITaxon:2038102	IAO:0000115	
WARN	missing_definition	NCBITaxon:206113	IAO:0000115	
WARN	missing_definition	NCBITaxon:2066577	IAO:0000115	
WARN	missing_definition	NCBITaxon:2067437	IAO:0000115	
WARN	missing_definition	NCBITaxon:2067438	IAO:0000115	
WARN	missing_definition	NCBITaxon:2067443	IAO:0000115	
WARN	missing_definition	NCBITaxon:2067447	IAO:0000115	
WARN	missing_definition	NCBITaxon:2067448	IAO:0000115	
WARN	missing_definition	NCBITaxon:2067460	IAO:0000115	
WARN	missing_definition	NCBITaxon:207245	IAO:0000115	
WARN	missing_definition	NCBITaxon:2081834	IAO:0000115	
WARN	missing_definition	NCBITaxon:209	IAO:0000115	
WARN	missing_definition	NCBITaxon:209202	IAO:0000115	
WARN	missing_definition	NCBITaxon:2093	IAO:0000115	
WARN	missing_definition	NCBITaxon:210	IAO:0000115	
WARN	missing_definition	NCBITaxon:2104	IAO:0000115	
WARN	missing_definition	NCBITaxon:2116661	IAO:0000115	
WARN	missing_definition	NCBITaxon:213849	IAO:0000115	
WARN	missing_definition	NCBITaxon:215680	IAO:0000115	
WARN	missing_definition	NCBITaxon:2157	IAO:0000115	
WARN	missing_definition	NCBITaxon:216372	IAO:0000115	
WARN	missing_definition	NCBITaxon:221566	IAO:0000115	
WARN	missing_definition	NCBITaxon:222	IAO:0000115	
WARN	missing_definition	NCBITaxon:2259328	IAO:0000115	
WARN	missing_definition	NCBITaxon:227531	IAO:0000115	
WARN	missing_definition	NCBITaxon:228917	IAO:0000115	
WARN	missing_definition	NCBITaxon:228918	IAO:0000115	
WARN	missing_definition	NCBITaxon:228919	IAO:0000115	
WARN	missing_definition	NCBITaxon:228920	IAO:0000115	
WARN	missing_definition	NCBITaxon:228921	IAO:0000115	
WARN	missing_definition	NCBITaxon:2320533	IAO:0000115	
WARN	missing_definition	NCBITaxon:232555	IAO:0000115	
WARN	missing_definition	NCBITaxon:233155	IAO:0000115	
WARN	missing_definition	NCBITaxon:237895	IAO:0000115	
WARN	missing_definition	NCBITaxon:24	IAO:0000115	
WARN	missing_definition	NCBITaxon:2497569	IAO:0000115	
WARN	missing_definition	NCBITaxon:2497571	IAO:0000115	
WARN	missing_definition	NCBITaxon:2501931	IAO:0000115	
WARN	missing_definition	NCBITaxon:2509481	IAO:0000115	
WARN	missing_definition	NCBITaxon:251639	IAO:0000115	
WARN	missing_definition	NCBITaxon:253	IAO:0000115	
WARN	missing_definition	NCBITaxon:254792	IAO:0000115	
WARN	missing_definition	NCBITaxon:2559587	IAO:0000115	
WARN	missing_definition	NCBITaxon:2560076	IAO:0000115	
WARN	missing_definition	NCBITaxon:2560080	IAO:0000115	
WARN	missing_definition	NCBITaxon:2560195	IAO:0000115	
WARN	missing_definition	NCBITaxon:2560525	IAO:0000115	
WARN	missing_definition	NCBITaxon:2560526	IAO:0000115	
WARN	missing_definition	NCBITaxon:2563468	IAO:0000115	
WARN	missing_definition	NCBITaxon:2563597	IAO:0000115	
WARN	missing_definition	NCBITaxon:2563599	IAO:0000115	
WARN	missing_definition	NCBITaxon:2572558	IAO:0000115	
WARN	missing_definition	NCBITaxon:260110	IAO:0000115	
WARN	missing_definition	NCBITaxon:2608887	IAO:0000115	
WARN	missing_definition	NCBITaxon:2611341	IAO:0000115	
WARN	missing_definition	NCBITaxon:262009	IAO:0000115	
WARN	missing_definition	NCBITaxon:262673	IAO:0000115	
WARN	missing_definition	NCBITaxon:262965	IAO:0000115	
WARN	missing_definition	NCBITaxon:263595	IAO:0000115	
WARN	missing_definition	NCBITaxon:2663023	IAO:0000115	
WARN	missing_definition	NCBITaxon:266337	IAO:0000115	
WARN	missing_definition	NCBITaxon:266366	IAO:0000115	
WARN	missing_definition	NCBITaxon:266367	IAO:0000115	
WARN	missing_definition	NCBITaxon:266418	IAO:0000115	
WARN	missing_definition	NCBITaxon:2665964	IAO:0000115	
WARN	missing_definition	NCBITaxon:269190	IAO:0000115	
WARN	missing_definition	NCBITaxon:2697049	IAO:0000115	
WARN	missing_definition	NCBITaxon:2698737	IAO:0000115	
WARN	missing_definition	NCBITaxon:270338	IAO:0000115	
WARN	missing_definition	NCBITaxon:2732396	IAO:0000115	
WARN	missing_definition	NCBITaxon:2732406	IAO:0000115	
WARN	missing_definition	NCBITaxon:2732408	IAO:0000115	
