s,type,label
http://purl.obolibrary.org/obo/ENVO_01000530,http://www.w3.org/2002/07/owl#Class,ventilated improved pit latrine
http://purl.obolibrary.org/obo/ENVO_01000532,http://www.w3.org/2002/07/owl#Class,covered pit latrine
http://purl.obolibrary.org/obo/ENVO_01000533,http://www.w3.org/2002/07/owl#Class,covered pit latrine with slab floor
http://purl.obolibrary.org/obo/ENVO_01000550,http://www.w3.org/2002/07/owl#Class,composting toilet
http://purl.obolibrary.org/obo/ENVO_01000560,http://www.w3.org/2002/07/owl#Class,charcoal
http://purl.obolibrary.org/obo/ENVO_01000562,http://www.w3.org/2002/07/owl#Class,flat-wick lamp
http://purl.obolibrary.org/obo/ENVO_01000567,http://www.w3.org/2002/07/owl#Class,paraffin lantern
http://purl.obolibrary.org/obo/ENVO_01000572,http://www.w3.org/2002/07/owl#Class,electric lamp
http://purl.obolibrary.org/obo/ENVO_01000573,http://www.w3.org/2002/07/owl#Class,battery-powered electric lamp
http://purl.obolibrary.org/obo/ENVO_01000574,http://www.w3.org/2002/07/owl#Class,candle
http://purl.obolibrary.org/obo/ENVO_01000577,http://www.w3.org/2002/07/owl#Class,radio device
http://purl.obolibrary.org/obo/ENVO_01000578,http://www.w3.org/2002/07/owl#Class,cassette player
http://purl.obolibrary.org/obo/ENVO_01000579,http://www.w3.org/2002/07/owl#Class,television set
http://purl.obolibrary.org/obo/ENVO_01000580,http://www.w3.org/2002/07/owl#Class,telephone
http://purl.obolibrary.org/obo/ENVO_01000581,http://www.w3.org/2002/07/owl#Class,mobile phone
http://purl.obolibrary.org/obo/ENVO_01000582,http://www.w3.org/2002/07/owl#Class,landline telephone
http://purl.obolibrary.org/obo/ENVO_01000583,http://www.w3.org/2002/07/owl#Class,refrigerator
http://purl.obolibrary.org/obo/ENVO_01000584,http://www.w3.org/2002/07/owl#Class,table
http://purl.obolibrary.org/obo/ENVO_01000586,http://www.w3.org/2002/07/owl#Class,chair
http://purl.obolibrary.org/obo/ENVO_01000587,http://www.w3.org/2002/07/owl#Class,piece of furniture
http://purl.obolibrary.org/obo/ENVO_01000588,http://www.w3.org/2002/07/owl#Class,sofa
http://purl.obolibrary.org/obo/ENVO_01000594,http://www.w3.org/2002/07/owl#Class,cabinet
http://purl.obolibrary.org/obo/ENVO_01000595,http://www.w3.org/2002/07/owl#Class,cupboard
http://purl.obolibrary.org/obo/ENVO_01000596,http://www.w3.org/2002/07/owl#Class,clock
http://purl.obolibrary.org/obo/ENVO_01000597,http://www.w3.org/2002/07/owl#Class,pressure lamp
http://purl.obolibrary.org/obo/ENVO_01000598,http://www.w3.org/2002/07/owl#Class,freshwater spring
http://purl.obolibrary.org/obo/ENVO_01000599,http://www.w3.org/2002/07/owl#Class,river water
http://purl.obolibrary.org/obo/ENVO_01000601,http://www.w3.org/2002/07/owl#Class,motor vehicle
http://purl.obolibrary.org/obo/ENVO_01000603,http://www.w3.org/2002/07/owl#Class,water truck
http://purl.obolibrary.org/obo/ENVO_01000604,http://www.w3.org/2002/07/owl#Class,vehicle
http://purl.obolibrary.org/obo/ENVO_01000614,http://www.w3.org/2002/07/owl#Class,bicycle
http://purl.obolibrary.org/obo/ENVO_01000615,http://www.w3.org/2002/07/owl#Class,motorcycle
http://purl.obolibrary.org/obo/ENVO_01000617,http://www.w3.org/2002/07/owl#Class,lentic water body
http://purl.obolibrary.org/obo/ENVO_01000744,http://www.w3.org/2002/07/owl#Class,human dwelling
http://purl.obolibrary.org/obo/ENVO_01000813,http://www.w3.org/2002/07/owl#Class,astronomical body part
http://purl.obolibrary.org/obo/ENVO_01000814,http://www.w3.org/2002/07/owl#Class,solid environmental material
http://purl.obolibrary.org/obo/ENVO_01001110,http://www.w3.org/2002/07/owl#Class,ecosystem
http://purl.obolibrary.org/obo/ENVO_01001199,http://www.w3.org/2002/07/owl#Class,terrestrial environmental zone
http://purl.obolibrary.org/obo/ENVO_01001209,http://www.w3.org/2002/07/owl#Class,wetland ecosystem
http://purl.obolibrary.org/obo/ENVO_02000022,http://www.w3.org/2002/07/owl#Class,excreta material
http://purl.obolibrary.org/obo/ERO_0002033,http://www.w3.org/2002/07/owl#Class,family relationship
http://purl.obolibrary.org/obo/EUPATH_0000001,http://www.w3.org/2002/07/owl#Class,building material
http://purl.obolibrary.org/obo/EUPATH_0000002,http://www.w3.org/2002/07/owl#Class,obsolete_dwelling
http://purl.obolibrary.org/obo/EUPATH_0000003,http://www.w3.org/2002/07/owl#Class,roof material
http://purl.obolibrary.org/obo/EUPATH_0000004,http://www.w3.org/2002/07/owl#Class,obsolete_roof
http://purl.obolibrary.org/obo/EUPATH_0000005,http://www.w3.org/2002/07/owl#ObjectProperty,material may be used for
http://purl.obolibrary.org/obo/EUPATH_0000006,http://www.w3.org/2002/07/owl#Class,floor material
http://purl.obolibrary.org/obo/EUPATH_0000009,http://www.w3.org/2002/07/owl#Class,wall material
http://purl.obolibrary.org/obo/EUPATH_0000010,http://www.w3.org/2002/07/owl#Class,wall brick
http://purl.obolibrary.org/obo/EUPATH_0000012,http://www.w3.org/2002/07/owl#Class,obsolete_traditional house
http://purl.obolibrary.org/obo/EUPATH_0000013,http://www.w3.org/2002/07/owl#Class,obsolete_modern house
http://purl.obolibrary.org/obo/EUPATH_0000014,http://www.w3.org/2002/07/owl#Class,numerical household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000015,http://www.w3.org/2002/07/owl#Class,eaves
http://purl.obolibrary.org/obo/EUPATH_0000016,http://www.w3.org/2002/07/owl#Class,obsolete_open eaves
http://purl.obolibrary.org/obo/EUPATH_0000017,http://www.w3.org/2002/07/owl#Class,obsolete_closed eaves
http://purl.obolibrary.org/obo/EUPATH_0000018,http://www.w3.org/2002/07/owl#Class,air brick
http://purl.obolibrary.org/obo/EUPATH_0000019,http://www.w3.org/2002/07/owl#Class,number of residents in a dwelling
http://purl.obolibrary.org/obo/EUPATH_0000022,http://www.w3.org/2002/07/owl#Class,household having electricity information
http://purl.obolibrary.org/obo/EUPATH_0000023,http://www.w3.org/2002/07/owl#Class,cooking fuel material
http://purl.obolibrary.org/obo/EUPATH_0000024,http://www.w3.org/2002/07/owl#Class,obsolete_lighting material
http://purl.obolibrary.org/obo/EUPATH_0000025,http://www.w3.org/2002/07/owl#Class,number of rooms for sleeping in a dwelling
http://purl.obolibrary.org/obo/EUPATH_0000026,http://www.w3.org/2002/07/owl#Class,land area measured in acres
http://purl.obolibrary.org/obo/EUPATH_0000027,http://www.w3.org/2002/07/owl#Class,number of meals per day
http://purl.obolibrary.org/obo/EUPATH_0000028,http://www.w3.org/2002/07/owl#Class,number of days eating meat in a week
http://purl.obolibrary.org/obo/EUPATH_0000029,http://www.w3.org/2002/07/owl#Class,frequency of not satisfying food needs
http://purl.obolibrary.org/obo/EUPATH_0000030,http://www.w3.org/2002/07/owl#Class,distance to health facility in km
http://purl.obolibrary.org/obo/EUPATH_0000032,http://www.w3.org/2002/07/owl#Class,obsolete_date of birth
http://purl.obolibrary.org/obo/EUPATH_0000033,http://www.w3.org/2002/07/owl#Class,glucose 6 phosphate dehydrogenase genotype
http://purl.obolibrary.org/obo/EUPATH_0000034,http://www.w3.org/2002/07/owl#Class,alpha thalassemia genotype
http://purl.obolibrary.org/obo/EUPATH_0000035,http://www.w3.org/2002/07/owl#Class,sickle hemoglobin genotype
http://purl.obolibrary.org/obo/EUPATH_0000036,http://www.w3.org/2002/07/owl#Class,diagnosis of malaria
http://purl.obolibrary.org/obo/EUPATH_0000037,http://www.w3.org/2002/07/owl#Class,presence of bacteria in the blood
http://purl.obolibrary.org/obo/EUPATH_0000038,http://www.w3.org/2002/07/owl#Class,diagnosis of uncomplicated malaria
http://purl.obolibrary.org/obo/EUPATH_0000039,http://www.w3.org/2002/07/owl#Class,presence of virus in the blood
http://purl.obolibrary.org/obo/EUPATH_0000040,http://www.w3.org/2002/07/owl#Class,diagnosis of complicated malaria
http://purl.obolibrary.org/obo/EUPATH_0000041,http://www.w3.org/2002/07/owl#Class,obsolete_diagnosis of complicated malaria with high parasite density
http://purl.obolibrary.org/obo/EUPATH_0000042,http://www.w3.org/2002/07/owl#Class,diagnoses of complicated malaria with danger signs
http://purl.obolibrary.org/obo/EUPATH_0000043,http://www.w3.org/2002/07/owl#Class,diagnosis of severe malaria
http://purl.obolibrary.org/obo/EUPATH_0000044,http://www.w3.org/2002/07/owl#ObjectProperty,symptom or sign of
http://purl.obolibrary.org/obo/EUPATH_0000045,http://www.w3.org/2002/07/owl#Class,severe malaria
http://purl.obolibrary.org/obo/EUPATH_0000046,http://www.w3.org/2002/07/owl#Class,severe malaria symptom or sign
http://purl.obolibrary.org/obo/EUPATH_0000047,http://www.w3.org/2002/07/owl#Class,hemoglobin level in g per dL
http://purl.obolibrary.org/obo/EUPATH_0000048,http://www.w3.org/2002/07/owl#Class,blood smear reading as positive or negative
http://purl.obolibrary.org/obo/EUPATH_0000049,http://www.w3.org/2002/07/owl#Class,clinical visit
http://purl.obolibrary.org/obo/EUPATH_0000050,http://www.w3.org/2002/07/owl#Class,routine clinical visit
http://purl.obolibrary.org/obo/EUPATH_0000051,http://www.w3.org/2002/07/owl#Class,human participant under investigation
http://purl.obolibrary.org/obo/EUPATH_0000052,http://www.w3.org/2002/07/owl#AnnotationProperty,EuPathDB alternative term
http://purl.obolibrary.org/obo/EUPATH_0000053,http://www.w3.org/2002/07/owl#Class,dwelling ventilation
http://purl.obolibrary.org/obo/EUPATH_0000054,http://www.w3.org/2002/07/owl#Class,subcounty in Uganda
http://purl.obolibrary.org/obo/EUPATH_0000055,http://www.w3.org/2002/07/owl#Class,obsolete_CDC light trap assay
http://purl.obolibrary.org/obo/EUPATH_0000056,http://www.w3.org/2002/07/owl#Class,medication role
http://purl.obolibrary.org/obo/EUPATH_0000057,http://www.w3.org/2002/07/owl#Class,obsolete_medication material
http://purl.obolibrary.org/obo/EUPATH_0000058,http://www.w3.org/2002/07/owl#Class,malaria medication
http://purl.obolibrary.org/obo/EUPATH_0000059,http://www.w3.org/2002/07/owl#Class,non-malaria medication
http://purl.obolibrary.org/obo/EUPATH_0000060,http://www.w3.org/2002/07/owl#ObjectProperty,may treat
http://purl.obolibrary.org/obo/EUPATH_0000061,http://www.w3.org/2002/07/owl#ObjectProperty,has active ingredient
http://purl.obolibrary.org/obo/EUPATH_0000062,http://www.w3.org/2002/07/owl#Class,quinine drug product
http://purl.obolibrary.org/obo/EUPATH_0000063,http://www.w3.org/2002/07/owl#Class,artemether-lumefantrine drug product
http://purl.obolibrary.org/obo/EUPATH_0000064,http://www.w3.org/2002/07/owl#Class,clinical characteristics
http://purl.obolibrary.org/obo/EUPATH_0000087,http://www.w3.org/2002/07/owl#Class,household information
http://purl.obolibrary.org/obo/EUPATH_0000088,http://www.w3.org/2002/07/owl#Class,diagnosis of uncomplicated malaria in the 1st trimester of pregnancy
http://purl.obolibrary.org/obo/EUPATH_0000089,http://www.w3.org/2002/07/owl#Class,diagnosis of asymptomatic microscopic parasitemia
http://purl.obolibrary.org/obo/EUPATH_0000090,http://www.w3.org/2002/07/owl#Class,diagnosis of symptomatic malaria
http://purl.obolibrary.org/obo/EUPATH_0000091,http://www.w3.org/2002/07/owl#Class,clinical visit date
http://purl.obolibrary.org/obo/EUPATH_0000092,http://www.w3.org/2002/07/owl#Class,asexual parasite density in count per ul by microscope
http://purl.obolibrary.org/obo/EUPATH_0000093,http://www.w3.org/2002/07/owl#Class,dwelling information
http://purl.obolibrary.org/obo/EUPATH_0000094,http://www.w3.org/2002/07/owl#Class,household identifier
http://purl.obolibrary.org/obo/EUPATH_0000095,http://www.w3.org/2002/07/owl#Class,human study subject identifier
http://purl.obolibrary.org/obo/EUPATH_0000096,http://www.w3.org/2002/07/owl#Class,study participant information
http://purl.obolibrary.org/obo/EUPATH_0000097,http://www.w3.org/2002/07/owl#Class,febrile
http://purl.obolibrary.org/obo/EUPATH_0000098,http://www.w3.org/2002/07/owl#Class,ventilation function
http://purl.obolibrary.org/obo/EUPATH_0000099,http://www.w3.org/2002/07/owl#Class,dwelling facility
http://purl.obolibrary.org/obo/EUPATH_0000100,http://www.w3.org/2002/07/owl#Class,subjective fever
http://purl.obolibrary.org/obo/EUPATH_0000101,http://www.w3.org/2002/07/owl#Class,elevated temperature
http://purl.obolibrary.org/obo/EUPATH_0000102,http://www.w3.org/2002/07/owl#Class,temperature measurement datum
http://purl.obolibrary.org/obo/EUPATH_0000103,http://www.w3.org/2002/07/owl#Class,obsolete_dwelling ventilation function
http://purl.obolibrary.org/obo/EUPATH_0000104,http://www.w3.org/2002/07/owl#Class,participant under investigation
http://purl.obolibrary.org/obo/EUPATH_0000105,http://www.w3.org/2002/07/owl#Class,building material role
http://purl.obolibrary.org/obo/EUPATH_0000106,http://www.w3.org/2002/07/owl#Class,roof material role
http://purl.obolibrary.org/obo/EUPATH_0000107,http://www.w3.org/2002/07/owl#Class,wall material role
http://purl.obolibrary.org/obo/EUPATH_0000108,http://www.w3.org/2002/07/owl#Class,floor material role
http://purl.obolibrary.org/obo/EUPATH_0000109,http://www.w3.org/2002/07/owl#Class,dwelling facility role
http://purl.obolibrary.org/obo/EUPATH_0000110,http://www.w3.org/2002/07/owl#Class,organismal body temperature measurement datum
http://purl.obolibrary.org/obo/EUPATH_0000111,http://www.w3.org/2002/07/owl#Class,floor brick
http://purl.obolibrary.org/obo/EUPATH_0000112,http://www.w3.org/2002/07/owl#AnnotationProperty,EuPathDB definition
http://purl.obolibrary.org/obo/EUPATH_0000113,http://www.w3.org/2002/07/owl#Class,age since birth at time of visit
http://purl.obolibrary.org/obo/EUPATH_0000114,http://www.w3.org/2002/07/owl#Class,average asexual parasite density of a participant with asymptomatic microscopic parasitemia
http://purl.obolibrary.org/obo/EUPATH_0000115,http://www.w3.org/2002/07/owl#Class,average asexual parasite density of a participant with malaria
http://purl.obolibrary.org/obo/EUPATH_0000116,http://www.w3.org/2002/07/owl#Class,average number of female Anopheles per night
http://purl.obolibrary.org/obo/EUPATH_0000117,http://www.w3.org/2002/07/owl#Class,average number of female Anopheles tested for sporozoite
http://purl.obolibrary.org/obo/EUPATH_0000118,http://www.w3.org/2002/07/owl#Class,average number of sporozoite-positive female Anopheles
http://purl.obolibrary.org/obo/EUPATH_0000119,http://www.w3.org/2002/07/owl#Class,average percent of female Anopheles with Plasmodium sporozoites
http://purl.obolibrary.org/obo/EUPATH_0000120,http://www.w3.org/2002/07/owl#Class,age since birth at time of enrollment
http://purl.obolibrary.org/obo/EUPATH_0000121,http://www.w3.org/2002/07/owl#Class,number of clinical visits
http://purl.obolibrary.org/obo/EUPATH_0000122,http://www.w3.org/2002/07/owl#Class,number of clinical visits resulting in a malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000123,http://www.w3.org/2002/07/owl#Class,number of clinical visits resulting in an asymptomatic microscopic parasitemia diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000124,http://www.w3.org/2002/07/owl#Class,number of non-routine clinical visits
http://purl.obolibrary.org/obo/EUPATH_0000125,http://www.w3.org/2002/07/owl#Class,number of routine clinical visits
http://purl.obolibrary.org/obo/EUPATH_0000126,http://www.w3.org/2002/07/owl#Class,sample available information
http://purl.obolibrary.org/obo/EUPATH_0000127,http://www.w3.org/2002/07/owl#Class,blood specimen on filter paper
http://purl.obolibrary.org/obo/EUPATH_0000128,http://www.w3.org/2002/07/owl#Class,peripheral blood mononuclear cell specimen
http://purl.obolibrary.org/obo/EUPATH_0000129,http://www.w3.org/2002/07/owl#Class,red blood cell specimen
http://purl.obolibrary.org/obo/EUPATH_0000130,http://www.w3.org/2002/07/owl#Class,average number of Plasmodium parasite-positive female Anopheles
http://purl.obolibrary.org/obo/EUPATH_0000131,http://www.w3.org/2002/07/owl#Class,average number of female Anopheles tested for Plasmodium parasite
http://purl.obolibrary.org/obo/EUPATH_0000132,http://www.w3.org/2002/07/owl#Class,average percent of Plasmodium parasite-positive female Anopheles
http://purl.obolibrary.org/obo/EUPATH_0000134,http://www.w3.org/2002/07/owl#Class,number of Anopheles collections
http://purl.obolibrary.org/obo/EUPATH_0000135,http://www.w3.org/2002/07/owl#Class,sum number of female Anopheles in a collection
http://purl.obolibrary.org/obo/EUPATH_0000136,http://www.w3.org/2002/07/owl#Class,sum number of female Anopheles funestus in a collection
http://purl.obolibrary.org/obo/EUPATH_0000137,http://www.w3.org/2002/07/owl#Class,sum number of female Anopheles gambiae in a collection
http://purl.obolibrary.org/obo/EUPATH_0000138,http://www.w3.org/2002/07/owl#Class,participant observation duration time
http://purl.obolibrary.org/obo/EUPATH_0000139,http://www.w3.org/2002/07/owl#Class,average number of clinical visits per year
http://purl.obolibrary.org/obo/EUPATH_0000140,http://www.w3.org/2002/07/owl#Class,average number of clinical visits with asymptomatic microscopic parasitemia diagnosis per year
http://purl.obolibrary.org/obo/EUPATH_0000141,http://www.w3.org/2002/07/owl#Class,average number of clinical visits with malaria diagnosis per year
http://purl.obolibrary.org/obo/EUPATH_0000142,http://www.w3.org/2002/07/owl#Class,routine clinical visit date
http://purl.obolibrary.org/obo/EUPATH_0000143,http://www.w3.org/2002/07/owl#Class,categorical household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000144,http://www.w3.org/2002/07/owl#Class,household asset information
http://purl.obolibrary.org/obo/EUPATH_0000145,http://www.w3.org/2002/07/owl#Class,antimalarial therapy given outside the study since last seen information
http://purl.obolibrary.org/obo/EUPATH_0000147,http://www.w3.org/2002/07/owl#Class,cause of participant death
http://purl.obolibrary.org/obo/EUPATH_0000148,http://www.w3.org/2002/07/owl#Class,clinical visit when sick
http://purl.obolibrary.org/obo/EUPATH_0000149,http://www.w3.org/2002/07/owl#Class,covered pit latrine without slab
http://purl.obolibrary.org/obo/EUPATH_0000150,http://www.w3.org/2002/07/owl#Class,date of death
http://purl.obolibrary.org/obo/EUPATH_0000151,http://www.w3.org/2002/07/owl#Class,date of participant first enrolled in a study
http://purl.obolibrary.org/obo/EUPATH_0000152,http://www.w3.org/2002/07/owl#Class,date of participant last seen in a study
http://purl.obolibrary.org/obo/EUPATH_0000153,http://www.w3.org/2002/07/owl#Class,days since a clinical visit with a malaria diagnosis
http://purl.obolibrary.org/obo/EUPATH_0000154,http://www.w3.org/2002/07/owl#Class,duration of abdominal pain
http://purl.obolibrary.org/obo/EUPATH_0000155,http://www.w3.org/2002/07/owl#Class,duration of anorexia
http://purl.obolibrary.org/obo/EUPATH_0000156,http://www.w3.org/2002/07/owl#Class,duration of cough
http://purl.obolibrary.org/obo/EUPATH_0000157,http://www.w3.org/2002/07/owl#Class,duration of diarrhea
http://purl.obolibrary.org/obo/EUPATH_0000158,http://www.w3.org/2002/07/owl#Class,duration of fatigue
http://purl.obolibrary.org/obo/EUPATH_0000159,http://www.w3.org/2002/07/owl#Class,duration of headache
http://purl.obolibrary.org/obo/EUPATH_0000160,http://www.w3.org/2002/07/owl#Class,duration of jaundice
http://purl.obolibrary.org/obo/EUPATH_0000161,http://www.w3.org/2002/07/owl#Class,duration of joint pains
http://purl.obolibrary.org/obo/EUPATH_0000162,http://www.w3.org/2002/07/owl#Class,duration of muscle aches
http://purl.obolibrary.org/obo/EUPATH_0000163,http://www.w3.org/2002/07/owl#Class,duration of seizures
http://purl.obolibrary.org/obo/EUPATH_0000164,http://www.w3.org/2002/07/owl#Class,duration of subjective fever
http://purl.obolibrary.org/obo/EUPATH_0000165,http://www.w3.org/2002/07/owl#Class,duration of vomiting
http://purl.obolibrary.org/obo/EUPATH_0000166,http://www.w3.org/2002/07/owl#Class,household animal-drawn cart asset
http://purl.obolibrary.org/obo/EUPATH_0000167,http://www.w3.org/2002/07/owl#Class,household bank account asset
http://purl.obolibrary.org/obo/EUPATH_0000168,http://www.w3.org/2002/07/owl#Class,household bed asset
http://purl.obolibrary.org/obo/EUPATH_0000169,http://www.w3.org/2002/07/owl#Class,household bicycle asset
http://purl.obolibrary.org/obo/EUPATH_0000170,http://www.w3.org/2002/07/owl#Class,household boat without a motor asset
http://purl.obolibrary.org/obo/EUPATH_0000171,http://www.w3.org/2002/07/owl#Class,household car asset
http://purl.obolibrary.org/obo/EUPATH_0000172,http://www.w3.org/2002/07/owl#Class,household cassette player asset
http://purl.obolibrary.org/obo/EUPATH_0000173,http://www.w3.org/2002/07/owl#Class,household chair asset
http://purl.obolibrary.org/obo/EUPATH_0000174,http://www.w3.org/2002/07/owl#Class,household clock asset
http://purl.obolibrary.org/obo/EUPATH_0000175,http://www.w3.org/2002/07/owl#Class,household cupboard asset
http://purl.obolibrary.org/obo/EUPATH_0000176,http://www.w3.org/2002/07/owl#Class,household electricity asset
http://purl.obolibrary.org/obo/EUPATH_0000177,http://www.w3.org/2002/07/owl#Class,household fixed phone asset
http://purl.obolibrary.org/obo/EUPATH_0000178,http://www.w3.org/2002/07/owl#Class,household mobile phone asset
http://purl.obolibrary.org/obo/EUPATH_0000179,http://www.w3.org/2002/07/owl#Class,household motorboat asset
http://purl.obolibrary.org/obo/EUPATH_0000180,http://www.w3.org/2002/07/owl#Class,household motorcycle or scooter asset
http://purl.obolibrary.org/obo/EUPATH_0000181,http://www.w3.org/2002/07/owl#Class,household radio asset
http://purl.obolibrary.org/obo/EUPATH_0000182,http://www.w3.org/2002/07/owl#Class,household refrigerator asset
http://purl.obolibrary.org/obo/EUPATH_0000183,http://www.w3.org/2002/07/owl#Class,household sofa asset
http://purl.obolibrary.org/obo/EUPATH_0000184,http://www.w3.org/2002/07/owl#Class,household table asset
http://purl.obolibrary.org/obo/EUPATH_0000185,http://www.w3.org/2002/07/owl#Class,household television asset
http://purl.obolibrary.org/obo/EUPATH_0000186,http://www.w3.org/2002/07/owl#Class,household watch asset
http://purl.obolibrary.org/obo/EUPATH_0000187,http://www.w3.org/2002/07/owl#Class,incident of malaria episode information
http://purl.obolibrary.org/obo/EUPATH_0000188,http://www.w3.org/2002/07/owl#Class,location of clinical visit
http://purl.obolibrary.org/obo/EUPATH_0000189,http://www.w3.org/2002/07/owl#Class,location of death
http://purl.obolibrary.org/obo/EUPATH_0000190,http://www.w3.org/2002/07/owl#Class,medical care outside the study clinic since last seen information
http://purl.obolibrary.org/obo/EUPATH_0000191,http://www.w3.org/2002/07/owl#Class,number of days from time of participant enrollment in a study until current visit
http://purl.obolibrary.org/obo/EUPATH_0000192,http://www.w3.org/2002/07/owl#Class,number of fed female Anopheles funestus in a collection
http://purl.obolibrary.org/obo/EUPATH_0000193,http://www.w3.org/2002/07/owl#Class,number of fed female Anopheles gambiae in a collection
http://purl.obolibrary.org/obo/EUPATH_0000194,http://www.w3.org/2002/07/owl#Class,number of female Anopheles dissected for parity in a collection
http://purl.obolibrary.org/obo/EUPATH_0000195,http://www.w3.org/2002/07/owl#Class,number of female null parous Anopheles in a collection
http://purl.obolibrary.org/obo/EUPATH_0000196,http://www.w3.org/2002/07/owl#Class,number of female parous Anopheles in a collection
http://purl.obolibrary.org/obo/EUPATH_0000197,http://www.w3.org/2002/07/owl#Class,number of gravid or semi-gravid Anopheles funestus in a collection
http://purl.obolibrary.org/obo/EUPATH_0000198,http://www.w3.org/2002/07/owl#Class,number of gravid or semi-gravid female Anopheles gambiae in a collection
http://purl.obolibrary.org/obo/EUPATH_0000199,http://www.w3.org/2002/07/owl#Class,number of insecticide treated mosquito net(s) per person
http://purl.obolibrary.org/obo/EUPATH_0000200,http://www.w3.org/2002/07/owl#Class,number of non-gambiae or funestus female Anopheles species in a collection
http://purl.obolibrary.org/obo/EUPATH_0000201,http://www.w3.org/2002/07/owl#Class,number of sleeping places in dwelling with a household
http://purl.obolibrary.org/obo/EUPATH_0000202,http://www.w3.org/2002/07/owl#Class,number of unassessable Anopheles funestus in a collection
http://purl.obolibrary.org/obo/EUPATH_0000203,http://www.w3.org/2002/07/owl#Class,number of unassessable Anopheles gambiae in a collection
http://purl.obolibrary.org/obo/EUPATH_0000204,http://www.w3.org/2002/07/owl#Class,number of unfed female Anopheles funestus in a collection
http://purl.obolibrary.org/obo/EUPATH_0000205,http://www.w3.org/2002/07/owl#Class,number of unfed female Anopheles gambiae in a collection
http://purl.obolibrary.org/obo/EUPATH_0000206,http://www.w3.org/2002/07/owl#Class,plasma sample lost information
http://purl.obolibrary.org/obo/EUPATH_0000207,http://www.w3.org/2002/07/owl#Class,presence of Plasmodium gametocytes by microscopy
http://purl.obolibrary.org/obo/EUPATH_0000208,http://www.w3.org/2002/07/owl#Class,reason for participant withdrawal
http://purl.obolibrary.org/obo/EUPATH_0000209,http://www.w3.org/2002/07/owl#Class,redraw of a symptom after clinical visit information
http://purl.obolibrary.org/obo/EUPATH_0000210,http://www.w3.org/2002/07/owl#Class,routine clinical visit for T-cell study
http://purl.obolibrary.org/obo/EUPATH_0000211,http://www.w3.org/2002/07/owl#Class,routine clinical visit with finger prick
http://purl.obolibrary.org/obo/EUPATH_0000212,http://www.w3.org/2002/07/owl#Class,routine clinical visit with venipuncture
http://purl.obolibrary.org/obo/EUPATH_0000213,http://www.w3.org/2002/07/owl#Class,routine clinical visit without any routine assessment done
http://purl.obolibrary.org/obo/EUPATH_0000214,http://www.w3.org/2002/07/owl#Class,screened air brick
http://purl.obolibrary.org/obo/EUPATH_0000215,http://www.w3.org/2002/07/owl#Class,severe anemia
http://purl.obolibrary.org/obo/EUPATH_0000216,http://www.w3.org/2002/07/owl#Class,slept in an insecticide treated net last night information
http://purl.obolibrary.org/obo/EUPATH_0000217,http://www.w3.org/2002/07/owl#Class,sum number of female Anopheles examined for sporozoites in a collection
http://purl.obolibrary.org/obo/EUPATH_0000218,http://www.w3.org/2002/07/owl#Class,sum number of female Anopheles with Plasmodium sporozoites in a collection
http://purl.obolibrary.org/obo/EUPATH_0000219,http://www.w3.org/2002/07/owl#Class,time of screening
http://purl.obolibrary.org/obo/EUPATH_0000220,http://www.w3.org/2002/07/owl#Class,uncovered pit latrine with slab
http://purl.obolibrary.org/obo/EUPATH_0000221,http://www.w3.org/2002/07/owl#Class,uncovered pit latrine without slab
http://purl.obolibrary.org/obo/EUPATH_0000222,http://www.w3.org/2002/07/owl#Class,unscreened air brick
http://purl.obolibrary.org/obo/EUPATH_0000223,http://purl.obolibrary.org/obo/EUPATH_0000143,bottom household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000223,http://www.w3.org/2002/07/owl#NamedIndividual,bottom household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000224,http://purl.obolibrary.org/obo/EUPATH_0000143,middle household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000224,http://www.w3.org/2002/07/owl#NamedIndividual,middle household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000225,http://purl.obolibrary.org/obo/EUPATH_0000143,top household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000225,http://www.w3.org/2002/07/owl#NamedIndividual,top household wealth index
http://purl.obolibrary.org/obo/EUPATH_0000226,http://purl.obolibrary.org/obo/IAO_0000030,no airbrick
http://purl.obolibrary.org/obo/EUPATH_0000226,http://www.w3.org/2002/07/owl#NamedIndividual,no airbrick
http://purl.obolibrary.org/obo/EUPATH_0000227,http://purl.obolibrary.org/obo/IAO_0000030,record of eating in restaurants
http://purl.obolibrary.org/obo/EUPATH_0000227,http://www.w3.org/2002/07/owl#NamedIndividual,record of eating in restaurants
http://purl.obolibrary.org/obo/EUPATH_0000228,http://purl.obolibrary.org/obo/IAO_0000030,record of no cooking at home
http://purl.obolibrary.org/obo/EUPATH_0000228,http://www.w3.org/2002/07/owl#NamedIndividual,record of no cooking at home
http://purl.obolibrary.org/obo/EUPATH_0000229,http://purl.obolibrary.org/obo/IAO_0000030,record of no toilet facility
http://purl.obolibrary.org/obo/EUPATH_0000229,http://www.w3.org/2002/07/owl#NamedIndividual,record of no toilet facility
