ID,LABEL,SubClass Of [NAMED],alternative term,definition,definition source,term editor,term tracker item,term replaced by,ontology term requester,editor note,deprecated,sourced by VectorBase ID,Source,SubClass Of [ANON],Equivalent Class,OBO ontologies?,JZ comment,JJ comment
EUPATH:0000033,glucose 6 phosphate dehydrogenase genotype,genotype information,,A genotype information which is about the presence of certain genetic variants of glucose-6-phosphate dehydrogenase.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,,,,,
EUPATH:0000752,gp60 genotype,genotype information,,A genotype information about 60 kDa glycoprotein (gp60) gene.,,,,,,,,,,,,,,
EUPATH:0000306,human genotype information,genotype information,,a genotype information that is about the genetic material of a human being,EuPathDB,Person: John Judkins,,,,,,,,,'genotype information' and ('is about' some (genotype and ('is concretized as' some ('inheres in' some ('nucleic acid' and ('part of' some 'Homo sapiens')))))),,"part of logical axiom may consider to move to 'genotype information', can discuss in OBI call.",
EUPATH:0000035,sickle hemoglobin genotype,genotype information,,"A genotype information which is about the presence of sickle-cell hemoglobin (HbS), an abnormal form of hemoglobin which is the oxygen-carrying protein within the red blood cells.",Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,,,,,
EUPATH:0000406,clinic location,geographic location,,A geographic location where the clinic is located.,,,,,,,,,,,,,,
EUPATH:0022001,community,geographic location,Community,a geographic location that is either a city or an area containing settlements where the inhabitants share a common trait,Wikipedia,John Judkins,,,,,,,,,,,,
EUPATH:0000054,subcounty in Uganda,geographic location,,A geographical location which is part of Uganda.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,'part of' value Uganda,,,,
EUPATH:0043050,Centers for Disease Control and Prevention gravid trap,gravid trap,CDC gravid trap,"A gravid trap that consists of a pan holding a hay infusion, motorized fan, and collection bag. This trap is designed to attract gravid female arthropods to the infused material, which would serve as an oviposition medium, and then draw them into the bag with the current generated by the fan.",J Am Mosq Control Assoc. 1988 Dec;4(4):536-8.,,,,,,,VSMO:0001510,,,,OBI,,agree
EUPATH:0000627,groin lesion score after treatment,groin lesion score,,skin symptom or sign information that is about a lesion on the groin of a patient and specifies the extent of damage to the tissue that remains after a treatment to alleviate the lesion,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000625,groin lesion score before treatment,groin lesion score,,skin symptom or sign information that is about a lesion on the groin of a patient and specifies the extent of damage to the tissue before a treatment to alleviate the lesion,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000626,groin lesion score during treatment,groin lesion score,,skin symptom or sign information that is about a lesion on the groin of a patient and specifies the extent of damage to the tissue during a treatment to alleviate the lesion,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000276,parasite clearance half life,half life datum (t 1/2),clearance half life,half life datum (t 1/2) for cleaning parasite,,,,,,,,,,,,,,
EUPATH:0000581,baby delivery,health care encounter,baby's delivery,a health care encounter in which a health care provider assists a mother in the birth of a child,EuPathDB,Person: John Judkins,,,,,,,,,,OPMI,,What about http://purl.obolibrary.org/obo/ONTONEO_00000280?
EUPATH:0000148,clinical visit when sick,health care encounter,,A clinical visit occuring because of a sickness.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000050,routine clinical visit,health care encounter,,A clinical visit that is primarily for a regular examination.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,,,OPMI,,OGMS has accepted 'routine health care encounter' at a meeting
EUPATH:0000314,scheduled clinical visit,health care encounter,,a clinical visit that realizes the concretization of a protocol specifying the time of the visit,EuPathDB,Person: John Judkins,,,,,,,,,,OPMI,,OGMS?
EUPATH:0000315,unscheduled clinical visit,health care encounter,,a clinical visit that occurs at a time that is not mentioned in a protocol that directs the time of the visit,EuPathDB,Person: John Judkins,,,,,,,,,,OPMI,,OGMS?
EUPATH:0021075,private healthcare information,healthcare information,Private,healthcare information that specifies that the organization that typically provides the healthcare is funded independently of any government,"EuPathDB, New Oxford American Dictionary entry for 'private'",John Judkins,,,,,,,,,,,,
EUPATH:0021074,public healthcare information,healthcare information,Public,healthcare information that specifies that the organization that typically provides the healthcare is funded by a government rather than funded independently,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023025,hemoglobin concentration measured in hospital,hemoglobin level in g per dL,"Hemoglobin, from hospital",A hemoglobin level in g per dl that is the specified output of an assay that occurs in a hospital facility,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0023013,information on whether discharged from hospital,hospitalization information,Discharged,a categorical value specification that specifies whether a human participant under investigation was discharged from hospital,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000499,lab host,host organism,,An organism that realizes host role in laboratory.,,,,,,,,,,,,,,
EUPATH:0000166,household animal-drawn cart asset,household asset information,,A household asset information indicating whether a member of a household has or owns an animal-drawn cart.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000167,household bank account asset,household asset information,,A household asset information indicating whether a member of a household has a bank account.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000168,household bed asset,household asset information,,A household asset information indicating whether a household has a bed.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000169,household bicycle asset,household asset information,,A household asset information indicating whether a member of a household has or owns a bicycle.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022011,household black and white television asset,household asset information,Black and white TV,a household asset information indicating whether a household has a television set that is capable of producing grayscale images but not color images,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022006,household blender asset,household asset information,Blender,a household asset information indicating whether a household has an electrical appliance that has the function of mixing food or drink,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000170,household boat without a motor asset,household asset information,,A household asset information indicating whether a member of a household has or owns a boat without a motor.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000171,household car asset,household asset information,,A household asset information indicating whether a member of a household has or owns a car or truck.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000172,household cassette player asset,household asset information,,A household asset information indicating whether a household has a cassette player.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022028,household cats asset,household asset information,Cats,a household asset information indicating whether a household has cats,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000173,household chair asset,household asset information,,A household asset information indicating whether a household has a chair.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022017,household chicks asset,household asset information,Chicks,a household asset information indicating whether a household has sexually immature domesticated birds,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000174,household clock asset,household asset information,,A household asset information indicating whether a household has a clock.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022010,household coal stove asset,household asset information,Coal stove,a household asset information indicating whether a household has an appliance that has the function of heating food or drink through the combustion of coal,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022012,household color television asset,household asset information,Color TV,a household asset information indicating whether a household has a television set that is capable of producing color images,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022015,household cows asset,household asset information,Cows,a household asset information indicating whether a household has cows,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000175,household cupboard asset,household asset information,,A household asset information indicating whether a household has a cupboard.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022027,household dogs asset,household asset information,Dogs,a household asset information indicating whether a household has dogs,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022021,household ducks asset,household asset information,Ducks,a household asset information indicating whether a household has ducks,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022013,household DVD player asset,household asset information,DVD,a household asset information indicating whether a household has a device capable of playing DVDs,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022007,household electric stove asset,household asset information,Electric stove,a household asset information indicating whether a household has an appliance that has a heating element as part and has the function of heating food or drink,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000176,household electricity asset,household asset information,,A household asset information indicating whether a household has electricity in their dwelling.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000177,household fixed phone asset,household asset information,,A household asset information indicating whether a household has a land line or fixed location phone.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022005,household freezer asset,household asset information,Freezer,a household asset information indicating whether a household has a freezer,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022008,household gas stove asset,household asset information,Gas stove,a household asset information indicating whether a household has an appliance that has the function of heating food or drink through the combustion of natural gas,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022016,household goats asset,household asset information,Goats,a household asset information indicating whether a household has goats,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022018,household hens asset,household asset information,Hens,a household asset information indicating whether a household has domesticated female birds,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022009,household kerosene stove asset,household asset information,Kerosene stove,a household asset information indicating whether a household has an appliance that has the function of heating food or drink through the combustion of kerosene,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000178,household mobile phone asset,household asset information,,A household asset information indicating whether a household has a mobile phone.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022024,household monkeys asset,household asset information,Monkeys,a household asset information indicating whether a household has monkeys,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000179,household motorboat asset,household asset information,,A household asset information indicating whether a member of a household has or owns a boat with a motor.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000180,household motorcycle or scooter asset,household asset information,,A household asset information indicating whether a member of a household has or owns a motorcycle or motor scooter.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022022,household parakeets asset,household asset information,Parakeets,a household asset information indicating whether a household has small parrots with long tails,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022023,household parrots asset,household asset information,Parrots,a household asset information indicating whether a household has parrots,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022025,household pigs asset,household asset information,Pigs,a household asset information indicating whether a household has pigs,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022026,household rabbits asset,household asset information,Rabbits,a household asset information indicating whether a household has rabbits,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000181,household radio asset,household asset information,,A household asset information indicating whether a household has a radio.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000182,household refrigerator asset,household asset information,,A household asset information indicating whether a household has a refrigerator.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022019,household roosters asset,household asset information,Roosters,a household asset information indicating whether a household has roosters,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000183,household sofa asset,household asset information,,A household asset information indicating whether a household has a sofa.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000184,household table asset,household asset information,,A household asset information indicating whether a household has a table.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000185,household television asset,household asset information,,A household asset information indicating whether a household has a television.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022020,household turkeys asset,household asset information,Turkeys,a household asset information indicating whether a household has turkeys,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022029,household turtles asset,household asset information,Turtles,a household asset information indicating whether a household has turtles,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000186,household watch asset,household asset information,,A household asset information indicating whether a member of a household has or owns a watch.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0022014,househould sound system asset,household asset information,Stereo,a household asset information indicating whether a household has a sound system,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000144,household asset information,household information,,"An information content entity about items that a household owns such as a car, funiture, etc.",Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,OMRSE,,agree. We could suggest an asset role.
EUPATH:0000022,household having electricity information,household information,,An information content entity to indicate whether a household has electricity in a dwelling.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,'is about' some 'human dwelling',,,,
EUPATH:0000418,indoor residents information,household information,,"""An information content entity is about who are indoor residents, such as only human, or human and animals.""",,,,,,,,,,,,,,
EUPATH:0000588,information on whether a family moved,household information,,household information that specifies whether the household relocated during its time under investigation,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000376,relationship to head of family,household information,,an information content entity that specifies the relationship between a participant under investigation and the head of the participant's household,EuPathDB,Person: John Judkins,,,,,,,,'is about' some ('family relationship' and ('inheres in' some 'participant under investigation')),,OMRSE,"Do we want to make it more general, extend to all human rather than human subject?",
EUPATH:0000352,job role,human social role,,"""A human social role realized in a process that often performed in exchange for payment. Many people have multiple job roles, such as those of parent, homemaker, and employee.""",https://en.wikipedia.org/wiki/Job,,,,,,,,,,,OMRSE,,"agree. I think this is similar but more general than OMRSE 'employee role', but we may need to discuss."
EUPATH:0010373,child study subject identifier at first enrollment,human study subject identifier,,Child study subject identifier received upon enrolling into a healthcare study for the first time.,Penn Group,"Person:  Cristian Cocos, Jie Zheng, Chris Stoeckert",,,,,,,GEMS,,,,,
EUPATH:0022046,community visited on fourth most recent trip,human traveling information,Community visited on fourth most recent trip,human traveling information that specifies the community to which a human participant under investigation has traveled the fourth most recently,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022040,community visited on most recent trip,human traveling information,Community visited on most recent trip,human traveling information that specifies the community to which a human participant under investigation has most recently traveled,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022042,community visited on second most recent trip,human traveling information,Community visited on second most recent trip,human traveling information that specifies the community to which a human participant under investigation has traveled the second most recently,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022044,community visited on third most recent trip,human traveling information,Community visited on third most recent trip,human traveling information that specifies the community to which a human participant under investigation has traveled the third most recently,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0022055,information on most recent travel,human traveling information,Most recent travel,human travel informaton that is about a human participant under investigation and specifies both method and geographic location of the most recent journey taken by the participant,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0023055,information on participant travel in the last twelve months,human traveling information,Traveled in last 12 months,a categorical value specification that is about a human participant under investigation and specifies whether the participant had traveled within twelve months previous,EuPathDB,John Judkins,,,,,,,,is about' some 'human participant under investigation',,,"this term label indicated the 'participant', some other terms may also about participant, shall we make all terms more general, remove the  'human participant under investigation' restriction?",
EUPATH:0000386,information on place visited during a trip,human traveling information,,an information content entity that is about a geographic location in which part of a journey occurs,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0022056,information on second most recent travel,human traveling information,Second most recent travel,human travel information that is about a human participant under investigation and specifies both method and geographic location of the second most recent journey taken by the participant,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000388,information on travel before malaria,human traveling information,,an information content entity that is about a patient diagnosed with malaria and describes geographic locations the patient visited,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000387,information on travel in the last month,human traveling information,,An information content entity about travel to any place more than 10 km away from where a person lives.,,,,,,,,,,,,,,
EUPATH:0022038,rivers traveled on most recent trip,human traveling information,River traveled on most recent trip,an information content entity that specifies which rivers were visited during the most recent journey of a human participant under investigation,EuPathDB,John Judkins,,,,,,,,mentions some river,,,Shall relabel these terms as 'information on É' for consistency?,I suggest 'information specifying rivers traveled on most recent trip'.
EUPATH:0023047,subnational region visited within past 12 months,human traveling information,States visited in last 12 months,human traveling information that specifies which subnational regions a human participant under investigation had visited within twelve months previous,EuPath,John Judkins,,,,,,,,,,,,
EUPATH:0023043,subnational region visited within past month,human traveling information,State visited in last month,human traveling information that specifies which subnational regions a human participant under investigation had visited within one month previous,EuPath,John Judkins,,,,,,,,,,,,
EUPATH:0000450,traveled information in last 14 days,human traveling information,,An information content entity about whether a person travelled in last 14 days.,,,,,,,,,,,,,,
EUPATH:0010013,diarrheal treatment immediate history,immediate clinical history,Previous diarrheal care,An immediate clinical history that is about a treatment for diarrhea,,,,,,,,,,,,,,
EUPATH:0000305,aggregated clinical visit information,information content entity,,a data item that is about an investigation and is the specified output of a data transformation that has only clinical visit data as input,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000326,aggregated sporozoite testing information,information content entity,,a data item that is the specified output of a data transformation that has only sporozoite testing information as input,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000322,Anopheles funestus related information,information content entity,,an information content entity that is about a collection of Anopheles funestus,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000323,Anopheles gambiae sensu lato related information,information content entity,,an information content entity that is about a collection of Anopheles gambiae sensu lato,"EuPathDB, Wikipedia 'Sensu' entry",Person: John Judkins,,,,,,,,,,,,
EUPATH:0000145,antimalarial therapy given outside the study since last seen information,information content entity,,An information content entity indicating whether a person was given antimalarial therapy outside the study since last seen as part of the study.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000311,clinical visit type information,information content entity,,an information content entity that specifies whether a clinical visit is scheduled or unscheduled,EuPathDB,Person: John Judkins,,,,,,,,'is about' some 'health care encounter',,,,
EUPATH:0000586,drug usage information,information content entity,,An information content entity about any drug used by a participant under investigation and the frequency of usage.,,,,,,,,,,,,,,
EUPATH:0000093,dwelling information,information content entity,,An information content entity about dwelling.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,,,,"relabel human dwelling information, for consistency with logical axiom",
EUPATH:0000342,employment information,information content entity,,An information content entity that is about employment.,,,,,,,,,,,,,,
EUPATH:0000587,environment information,information content entity,,"An information content entity about environmental material, environmental feature, environmental system, etc.",,,,,,,,,,,,,,
EUPATH:0000413,fever treatment provider information,information content entity,,"a categorical value specification that is about a health care provider role that is realized in a treatment to alleviate symptoms of a fever. It either specifies whether this role is borne by a hospital or clinic, private practice, or the patient, or it specifies that this information is missing.",EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000451,healthcare information,information content entity,,An information content entity about healthcare that is private or public.,,,,,,,,,,,,,,
EUPATH:0000318,hospital admission information,information content entity,,an information content entity that is about a participant under investigation and specifies the hospital admitting the participant,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000308,hospitalization information,information content entity,,an information content entity that is about a part of a health care encounter that occurs in a hospital facility,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000589,host information,information content entity,,an information content entity that is about the bearer of a host role,EuPathDB,Person: John Judkins,,,,,,,,,'information content entity' and ('is about' only 'host organism'),,,
EUPATH:0000087,household information,information content entity,,An information content entity is about household.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,'is about' some household,,,,
EUPATH:0000187,incident of malaria episode information,information content entity,,An information content entity indicating whether a malaria episode occurred,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, David Roos, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0010418,indicator of participant eligibility for enrollment,information content entity,Eligibility for enrollment,A categorical value specification that specifies whether a human participant under investigation meets requirements for human subject enrollment,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0011756,information on acute lower respiratory tract disease,information content entity,ALRI episodes,An information content entity that is about an acute manifestation of a lower respiratory tract disease,EuPathDB,Person: John Judkins,,,,,,,,'is about' some 'lower respiratory tract disease',,,,
EUPATH:0000513,information on availability of molecular data,information content entity,,An information content entity specify any molecular data associated with specimen source is available.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,relabel: indicator of availability of molecular data,
EUPATH:0000754,information on blood smear result,information content entity,,An information content entity of multiple blood smear results during an observation period.,,,,,,,,,,,,,,
EUPATH:0010002,information on case matching,information content entity,Matched case,An information content entity that is about a subject pairing of two participants for a case-control study design,EuPathDB,"Person: John Judkins, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0020001,information on cause of death,information content entity,Cause of death,An information content entity that is about a dead human participant under investigation and specifies the process which caused the death of the participant,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000392,information on contact with malaria,information content entity,,"an information content entity that specifies whether a human participant under investigation is a contact for malaria, based on the partipant's association with sites in which malaria infections are known to occur",EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0010016,information on diarrheal episode,information content entity,Diarrheal episodes,an information content entity that is about a realization of diarrhea,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000596,information on disposal of human excreta material,information content entity,Waste disposal,An information content entity about disposal of human excreta material.,,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000302,information on dwelling facilities,information content entity,,"an information content entity that is about a process in which a human being occupying a dwelling participates. It either specifies the bearer of the function that is realized in the process, or it specifies that the process does not occur in the dwelling or its yard.",EuPathDB,Person: John Judkins,,,,,,,,,information content entity' and ('is about' some 'dwelling facility'),,subClass of 'dwelling information',
EUPATH:0000303,information on dwelling physical characteristics,information content entity,,a information content entity that is about a part of a dwelling,EuPathDB,Person: John Judkins,,,,,,,,'is about' some ('part of' some 'human dwelling'),,,subClass of 'dwelling information',
EUPATH:0010036,information on eligibility criterion,information content entity,Eligibility criteria,An information content entity that mentions an eligiblity criterion,EuPathDB,Person: John Judkins,,,,,,,,,'information content entity' and (mentions some 'eligibility criterion'),OPMI,,OBI has more criterion terms
EUPATH:0000515,information on informed consent for data collection and usage,information content entity,,An information content entity specifies whether study subject signed informed consent for data collection and usage.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,ICO,,agree
EUPATH:0000553,information on informed consent for future use of specimen,information content entity,,An information content entity specifies whether study subject signed informed consent for future use of specimen.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,ICO,,agree
EUPATH:0000425,information on malaria parasite infection diagnosis past year,information content entity,,"an information content entity that is part of a diagnosis of malaria, resulting from a diagnostic process that occurred within the past year, and specifies the species of the infectious agent causing the malaria",EuPathDB,Person: John Judkins,,,,,,,,'is about' some (diagnosis and (mentions some malaria)),,,,
EUPATH:0011802,information on microscopy assay,information content entity,Microscopy,An information content entity that is about a microscopy assay,EuPathDB,Person: John Judkins,,,,,,,,mentions some 'microscopy assay',,,,
EUPATH:0000441,information on mosquito repellent sprayed in last 12 months,information content entity,,An information content entity about repellent sprayed in last 12 months in a dwelling.,,,,,,,,,,,,,,
EUPATH:0000490,information on negative blood smear and LAMP not done,information content entity,,An information content entity is about parasite status with negative blood smear and LAMP test is not performed.,,"Person: Jie Zheng, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000310,information on observation details,information content entity,,an information content entity that is about a clinical visit,EuPathDB,Person: John Judkins,,,,,,,,,'information content entity' and ('is about' some 'health care encounter'),,,
EUPATH:0000391,information on organization responsible for treating bed nets,information content entity,,an information content entity that specifies the organization that administers insecticide to a collection of bed nets,EuPathDB,Person: John Judkins,,,,,,,,'is about' some organization,,,,
EUPATH:0000514,information on original or follow up specimen collection,information content entity,,An information content entity indicates whether the specimen collection is original collection or follow up collection from same study subject.,,"Person: Jie Zheng, Chris Stoeckert",,,,,,,,,,,,
EUPATH:0000393,information on participant status at visit,information content entity,,an information content entity that is about a human participant under investigation and specifies whether the person is present for a scheduled clinical visit,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000307,information on participant study details,information content entity,,an information content entity that is about a part of a study design execution that is part of an investigation under which a human being is a participant,EuPathDB,Person: John Judkins,,,,,,,,,'information content entity' and ('is about' some ('study design execution' and ('has participant' some 'Homo sapiens'))),,,
EUPATH:0000738,information on process,information content entity,,An information content entity is about a process.,,,,,,,,,,'is about' some process,,,,
EUPATH:0010379,information on raising money for health care encounter,information content entity,Money source for expenses before visit,an information content entity that specifies how the money was raised to cover the cost of a health care encounter,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0010037,information on relation to participant,information content entity,Individuals related to participant,an information content entity that is about a human being in the community of a human participant under investigation and identifies the relationship between them both,EuPathDB,John Judkins,,,,,,,,'is about' some 'Homo sapiens',,,,
EUPATH:0000607,information on weight loss in last three months,information content entity,,an information content entity that is about weight loss occurring in a three-month period,EuPathDB,Person: John Judkins,,,,,,,,'is about' some 'Weight loss',,,,
EUPATH:0000344,information on when bed net last treated,information content entity,,An information content entity that is about when the bed net is last treated.,,,,,,,,,,,,,,
EUPATH:0000420,information on where malaria diagnosed in last 12 months,information content entity,,an information content entity that specifies any locations in which a diagnostic process has occurred in the past twelve months that resulted in a diagnosis of malaria,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000417,information on whether a person is sick now,information content entity,,an information content entity that specifies whether a human being is manifesting a disease,EuPathDB,Person: John Judkins,,,,,,,,,,,normalize the labels of ICE terms expected boolean answers,
EUPATH:0000375,information on whether a person plans to move,information content entity,,a categorical value specification that specifies whether a human being plans to change within two years the dwelling which that human being occupies,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000795,information on whether assay performed,information content entity,,An information content entity identifying an assay and specifying whether it was performed.,,,,,,,,,,,,,,
EUPATH:0000583,information on whether bee colony treated with tetracycline,information content entity,,An information content entity about whether bee colony treated with tetracycline.,,,,,,,,,,,,,,
EUPATH:0000592,information on whether bee larvae treated with tetracycline,information content entity,,a categorical value specification that is about a collection of bee larvae and specifies whether tetracycline was administered to the larvae,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000580,information on whether child exposed to antibiotics,information content entity,,An information content entity about whether child exposed to antibiotics.,,,,,,,,,,,,,,
EUPATH:0000495,information on whether hive treated with tetracyline,information content entity,,An information content entity that idicates whether the hive was treated with tetracyline to prevent infection with the bacterial pathogen Paenibacillus larvae.,,"Person: Daniel Beiting, Jie Zheng",,,,,,,microbiome,,,,,
EUPATH:0022053,information on whether participant present for clinical visit,information content entity,Present at visit,a categorical value specification that specifies whether a human participant under investigation was on the property of the participant's household at the time of a scheduled clinical visit,EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000362,information on whether received payment from primary economic activity,information content entity,,An information content entity about whether a person received payment from primary economic activity.,,,,,,,,,,,,,,
EUPATH:0000363,information on whether received payment from secondary economic activity,information content entity,,An information content entity about whether a person received payment from secondary economic activity.,,,,,,,,,,,,,,
EUPATH:0022057,information on whether specimen collection prompted by sign of fever,information content entity,Reason for specimen collection,a categorical value specification that specifies whether the collection of a specimen from a human participant under investigation was prompted by a sign that the participant was febrile,EuPathDB,John Judkins,,,,,,,,'is about' some 'specimen collection process',,,,
