Ontology ID	Label	VEuPathDB alternative label
http://purl.obolibrary.org/obo/EUPATH_0010418	indicator of whether participant eligible for enrollment	Eligible for enrollment
http://purl.obolibrary.org/obo/EUPATH_0010494	presence of maximum fever temperature of at least 37.5 degrees	Fever at episode >37.5 C
http://purl.obolibrary.org/obo/EUPATH_0010579	indicator of whether Adenovirus ELISA performed	Adenovirus ELISA performed
http://purl.obolibrary.org/obo/EUPATH_0010580	indicator of whether Astrovirus ELISA performed	Astrovirus ELISA performed
http://purl.obolibrary.org/obo/EUPATH_0010581	indicator of whether Rotavirus ELISA performed	Rotavirus ELISA performed
http://purl.obolibrary.org/obo/EUPATH_0010583	indicator of whether modified acid fast staining method performed	Modified acid stain microscopy performed
http://purl.obolibrary.org/obo/EUPATH_0010587	number of feces assays	Stool test count
http://purl.obolibrary.org/obo/EUPATH_0010588	indicator of whether Norovirus RT-PCR performed	Norovirus qRT-PCR performed
http://purl.obolibrary.org/obo/EUPATH_0010590	indicator of whether Cryptosporidium ELISA performed	Cryptosporidium ELISA performed
http://purl.obolibrary.org/obo/EUPATH_0010591	indicator of whether Entamoeba histolytica ELISA performed	Entamoeba histolytica ELISA performed
http://purl.obolibrary.org/obo/EUPATH_0010592	indicator of whether Giardia ELISA performed	Giardia ELISA performed
http://purl.obolibrary.org/obo/EUPATH_0010599	presence of Adenoviridae in feces by enzyme-linked immunosorbent assay	"Adenovirus, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0010603	presence of Aeromonas unspecified in feces	"Aeromonas, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0010607	presence of Ascaris lumbricoides in feces by microscopy assay	"Ascaris lumbricoides, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010611	presence of Astrovirus in feces by enzyme-linked immunosorbent assay	"Astrovirus, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0010615	presence of Trichuris trichiura in feces by microscopy assay	"Trichuris trichiura, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010623	presence of Balantioides coli in feces by microscopy assay	"Balantidium coli, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010627	Aeromonas in feces datum	"Aeromonas, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0010628	Campylobacter in feces by enzyme-linked immunosorbent assay datum	"Campylobacter, by ELISA result"
http://purl.obolibrary.org/obo/EUPATH_0010629	Campylobacter in feces datum	"Campylobacter, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0010630	Escherichia coli in feces datum	"Escherichia coli, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0010632	Salmonella in feces datum	"Salmonella, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0010633	Shigella in feces datum	"Shigella, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0010634	Vibrio in feces datum	"Vibrio, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0010643	presence of Chilomastix mesnili in feces by microscopy assay	"Chilomastix mesnili, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010651	presence of Cyclospora in feces by microscopy assay	"Cyclospora, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010695	presence of Entamoeba histolytica in feces by enzyme-linked immunosorbent assay	"Entamoeba histolytica, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0010703	presence of Endolimax nana in feces by microscopy assay	"Endolimax nana, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010715	presence of Enterobius vermicularis in feces by microscopy assay	"Enterobius vermicularis, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010719	Adenovirus in feces by enzyme-linked immunosorbent assay datum	"Adenovirus, by ELISA result"
http://purl.obolibrary.org/obo/EUPATH_0010720	Astrovirus in feces by enzyme-linked immunosorbent assay datum	"Astrovirus, by ELISA result"
http://purl.obolibrary.org/obo/EUPATH_0010726	presence of Hymenolepis diminuta in feces by microscopy assay	"Hymenolepis diminuta, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010730	presence of Rodentolepis nana in feces by microscopy assay	"Hymenolepis nana, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010734	presence of Ancylostomatoidea in feces by microscopy assay	"Hookworm, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010738	presence of Iodamoeba butschlii by microscopy assay	"Iodamoeba butschlii, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010754	presence of Entamoeba coli in feces by microscopy assay	"Entamoeba coli, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010767	presence of Norovirus in feces by real time polymerase chain reaction assay	"Norovirus, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0010771	presence of Norovirus GI in feces by real time polymerase chain reaction assay	"Norovirus GI, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0010775	presence of Norovirus GII in feces by real time polymerase chain reaction assay	"Norovirus GII, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0010779	multiplex qPCR threshold cycle for Norovirus GII in feces	"Norovirus GII, by qRT-PCR result"
http://purl.obolibrary.org/obo/EUPATH_0010780	multiplex qPCR threshold cycle for Norovirus GI in feces	"Norovirus GI, by qRT-PCR result"
http://purl.obolibrary.org/obo/EUPATH_0010781	multiplex qPCR threshold cycle for Norovirus in feces	"Norovirus, by qRT-PCR result"
http://purl.obolibrary.org/obo/EUPATH_0010786	Cryptosporidium in feces by enzyme-linked immunosorbent assay datum	"Cryptosporidium, by ELISA result"
http://purl.obolibrary.org/obo/EUPATH_0010788	Giardia in feces by enzyme-linked immunosorbent assay datum	"Giardia, by ELISA result"
http://purl.obolibrary.org/obo/EUPATH_0010789	presence of Plesiomonas shigelloides in feces	"Plesiomonas shigelloides, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0010793	presence of Rotavirus in feces by enzyme-linked immunosorbent assay	"Rotavirus, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0010797	presence of Salmonella unspecified in feces	"Salmonella, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0010801	presence of Schistosoma in feces by microscopy assay	"Schistosoma, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010805	presence of Shigella unspecified in feces	"Shigella, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0010809	presence of Strongyloides stercoralis in feces by microscopy assay	"Strongyloides stercoralis, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010817	presence of Escherichia coli in feces by polymerase chain reaction assay	"STEC stx1-pos or stx2-pos, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0010821	presence of Taenia in feces by microscopy assay	"Taenia, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010825	presence of Vibrio unspecified in feces	"Vibrio, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0010829	presence of Yersinia enterocolitica in feces	"Yersinia enterocolitica, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0010875	presence of unspecified bacteria in feces by unspecified assay	"Any bacteria, by any method"
http://purl.obolibrary.org/obo/EUPATH_0010882	presence of unspecified parasite organism in feces by unspecified assay	"Any parasites, by any method"
http://purl.obolibrary.org/obo/EUPATH_0010889	presence of unspecified pathogen in feces by unspecified assay	presence of pathogen
http://purl.obolibrary.org/obo/EUPATH_0010890	presence of any pathogen excluding Norovirus in feces by unspecified assay	"Any pathogen (excluding NRV), by any method"
http://purl.obolibrary.org/obo/EUPATH_0010897	number of bacteria species in feces specimen	Bacteria count
http://purl.obolibrary.org/obo/EUPATH_0010901	number of parasite organism species in feces specimen	Parasite count
http://purl.obolibrary.org/obo/EUPATH_0010905	number of pathogen species in feces specimen	"Pathogen count, analysis monthly and per protocol diarrheal stools"
http://purl.obolibrary.org/obo/EUPATH_0010923	number of virus species in feces specimen	Virus count
http://purl.obolibrary.org/obo/EUPATH_0010931	presence of unspecified virus in feces by unspecified assay	"Any virus, by any method"
http://purl.obolibrary.org/obo/EUPATH_0010935	presence of virus excluding Norovirus in feces	"Any virus (excluding NRV), by any method"
http://purl.obolibrary.org/obo/EUPATH_0010997	presence of parasite organism in feces by modified acid-fast stain microscopy assay	"Any parasites, by modified acid stain microscopy"
http://purl.obolibrary.org/obo/EUPATH_0010998	presence of Campylobacter in feces by polymerase chain reaction assay	"Campylobacter, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0010999	presence of Campylobacter in feces by enzyme-linked immunosorbent assay	"Campylobacter, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0011000	presence of Cryptosporidium in feces by enzyme-linked immunosorbent assay	"Cryptosporidium, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0011001	Cryptosporidium in feces by modified acid-fast stain microscopy datum	"Cryptosporidium, by modified acid stain microscopy result"
http://purl.obolibrary.org/obo/EUPATH_0011002	Entamoeba histolytica in feces by microscopy assay datum	"Entamoeba histolytica, by microscopy result"
http://purl.obolibrary.org/obo/EUPATH_0011003	presence of Giardia in feces by enzyme-linked immunosorbent assay	"Giardia, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0011004	Giardia lamblia in feces by microscopy assay datum	"Giardia lamblia, by microscopy result"
http://purl.obolibrary.org/obo/EUPATH_0011005	presence of Isospora in feces by microscopy assay	"Isospora, by microscopy"
http://purl.obolibrary.org/obo/EUPATH_0011649	indicator of dairy food product consumption yesterday	Dairy
http://purl.obolibrary.org/obo/EUPATH_0011730	information on suckling behavior	Breastfeeding
http://purl.obolibrary.org/obo/EUPATH_0011734	calorie intake measurement	Calories
http://purl.obolibrary.org/obo/EUPATH_0011756	information on acute lower respiratory tract disease	ALRI episodes
http://purl.obolibrary.org/obo/EUPATH_0011849	blood ferritin concentration	Ferritin
http://purl.obolibrary.org/obo/EUPATH_0011854	TaqMan threshold cycle for Blastocystis in feces	"Blastocystis, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011855	TaqMan threshold cycle for Clostridioides difficile in feces	"Clostridium difficile, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011856	TaqMan threshold cycle for Entamoeba in feces	"Entamoeba, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011864	TaqMan threshold cycle for Rodentolepis nana in feces	"Hymenolepis nana, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011865	TaqMan threshold cycle for Mycobacterium tuberculosis in feces	"Mycobacterium tuberculosis, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011866	TaqMan threshold cycle for Norovirus GI.1 in feces	"Norovirus GI.1, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011867	TaqMan threshold cycle for Norovirus GII.4 in feces	"Norovirus GII.4, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011868	TaqMan threshold cycle for Plesiomonas in feces	"Plesiomonas, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011870	TaqMan threshold cycle for Schistosoma in feces	"Schistosoma, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0011875	blood retinol concentration	Retinol
http://purl.obolibrary.org/obo/EUPATH_0011882	Entamoeba histolytica in feces by enzyme-linked immunosorbent assay datum	"Entamoeba histolytica, by ELISA result"
http://purl.obolibrary.org/obo/EUPATH_0011958	presence of Vibrio in feces	Vibrio in stool
http://purl.obolibrary.org/obo/EUPATH_0011959	presence of virus in feces	Virus in stool
http://purl.obolibrary.org/obo/EUPATH_0011960	presence of Yersinia in feces	Yersinia in stool
http://purl.obolibrary.org/obo/EUPATH_0011965	presence of Aeromonas in feces	Aeromonas in stool
http://purl.obolibrary.org/obo/EUPATH_0011967	presence of bacteria in feces	Bacteria in stool
http://purl.obolibrary.org/obo/EUPATH_0011969	presence of Campylobacter in feces	Campylobacter in stool
http://purl.obolibrary.org/obo/EUPATH_0011976	presence of Escherichia in feces	Escherichia in stool
http://purl.obolibrary.org/obo/EUPATH_0011981	presence of Plesiomonas in feces	Plesiomonas in stool
http://purl.obolibrary.org/obo/EUPATH_0011983	presence of Salmonella in feces	Salmonella in stool
http://purl.obolibrary.org/obo/EUPATH_0011984	presence of Shigella in feces	Shigella in stool
http://purl.obolibrary.org/obo/EUPATH_0011989	presence of Norovirus GI in feces by real time reverse-transcription polymerase chain reaction assay	"Norovirus GI, by qRT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0011990	presence of Norovirus GII in feces by real time reverse-transcription polymerase chain reaction assay	"Norovirus GII, by qRT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015019	charcoal cooking fuel	Charcoal
http://purl.obolibrary.org/obo/EUPATH_0015046	drinking water derived from rainwater	Rainwater
http://purl.obolibrary.org/obo/EUPATH_0015050	drinking water derived from bore hole water	Bore hole
http://purl.obolibrary.org/obo/EUPATH_0015072	respiratory distress since illness began information	Difficulty breathing
http://purl.obolibrary.org/obo/EUPATH_0015073	convulsion since illness began information	Convulsion
http://purl.obolibrary.org/obo/EUPATH_0015082	information on oral rehydration for diarrhea before visit	ORALITE or ORS
http://purl.obolibrary.org/obo/EUPATH_0015107	information on cutting food expenses to pay for health care	Cutting down expenses from meals
http://purl.obolibrary.org/obo/EUPATH_0015108	information on cutting non-food expenses to pay for health care	Cutting down from other expenses
http://purl.obolibrary.org/obo/EUPATH_0015109	information on using savings to pay for health care	Using savings
http://purl.obolibrary.org/obo/EUPATH_0015110	information on borrowing to pay for health care	Borrowing
http://purl.obolibrary.org/obo/EUPATH_0015111	information on selling assets to pay for health care	Selling assets
http://purl.obolibrary.org/obo/EUPATH_0015112	information on asking for donations outside the household to pay for health care	Asking for donations outside the household
http://purl.obolibrary.org/obo/EUPATH_0015113	information on health care paid for by relative or friend	Paid by relative or friend
http://purl.obolibrary.org/obo/EUPATH_0015116	rectal prolapse information	Rectal prolapse
http://purl.obolibrary.org/obo/EUPATH_0015117	bipedal edema symptom or sign information	Bipedal edema
http://purl.obolibrary.org/obo/EUPATH_0015120	flaky paint dermatosis information	Skin has 'flaky paint' appearance
http://purl.obolibrary.org/obo/EUPATH_0015130	diagnosis of diarrhea at patient discharge	Diarrhea
http://purl.obolibrary.org/obo/EUPATH_0015131	diagnosis of dysentery at patient discharge	Dysentery
http://purl.obolibrary.org/obo/EUPATH_0015132	diagnosis of pneumonia of lower repiratory tract disease at patient discharge	Pneumonia or lower respiratory infection
http://purl.obolibrary.org/obo/EUPATH_0015135	diagnosis of malaria at patient discharge	Malaria
http://purl.obolibrary.org/obo/EUPATH_0015136	diagnosis of nutritional deficiency disease at patient discharge	Malnutrition
http://purl.obolibrary.org/obo/EUPATH_0015137	diagnosis of typhoid fever at patient discharge	Typhoid
http://purl.obolibrary.org/obo/EUPATH_0015288	presence of Human mastadenovirus F in feces by enzyme-linked immunosorbent assay	"Adenovirus 40/41, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0015289	presence of Adenoviridae excluding human mastadenovirus F in feces by enzyme-linked immunosorbent assay	"Adenovirus non-40/41, by ELISA"
http://purl.obolibrary.org/obo/EUPATH_0015290	presence of Vibrio cholerae O1 in feces	"Vibrio cholerae O1, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015291	presence of Vibrio cholerae serotype Inaba in feces	"Vibrio cholerae O1 Inaba, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015292	presence of Vibrio cholerae serotype Ogawa in feces	"Vibrio cholerae O1 Ogawa, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015293	presence of Vibrio cholerae O139 in feces	"Vibrio cholerae O139, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015294	presence of Salmonella enterica subsp. enterica serovar Typhi in feces	"Salmonella typhi, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015295	presence of Salmonella enterica enterica other than Typhi	"Salmonella non-typhi, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015296	presence of Sapovirus in feces by reverse transcription polymerase chain reaction assay	"Sapovirus, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015299	presence of Campylobacter non-(jejuni or coli) in feces	"Campylobacter (non-jejuni or coli), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015300	presence of Campylobacter unspecified in feces	"Campylobacter (non-speciated), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015301	"presence of Shigella flexneri, serovar 4b in feces"	"Shigella flexneri serotype 4B, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015302	presence of Shigella flexneri 5b in feces	"Shigella flexneri serotype 5B, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015303	presence of Shigella flexneri 6 in feces	"Shigella flexneri serotype 6, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015304	Shigella flexneri non-typeable in feces datum	"Shigella flexneri non-typeable, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0015305	presence of Shigella non-typeable in feces	"Shigella non-typeable, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015306	presence of Vibrio cholerae in feces	"Vibrio cholerae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015309	presence of Vibrio cholerae non-(O1 or O139) in feces	"Vibrio cholerae non-O1/O139, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015312	presence of Vibrio non-(cholerae or parahaemolyticus) in feces	"Vibrio (other species), by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015315	presence of Campylobacter coli in feces	"Campylobacter coli, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015316	presence of Campylobacter jejuni in feces	"Campylobacter jejuni, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015319	presence of Shigella flexneri in feces	"Shigella flexneri, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015320	presence of Shigella boydii in feces	"Shigella boydii, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015321	presence of Shigella dysenteriae in feces	"Shigella dysenteriae, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015322	presence of Vibrio parahaemolyticus in feces	"Vibrio parahaemolyticus, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015323	presence of Shigella sonnei in feces	"Shigella sonnei, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015324	presence of Shigella flexneri 4a in feces	"Shigella flexneri serotype 4A, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015325	presence of Shigella flexneri 4c in feces	"Shigella flexneri serotype 4C, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015326	presence of Shigella flexneri 5a in feces	"Shigella flexneri serotype 5A, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015327	presence of Shigella flexneri X variant in feces	"Shigella flexneri serotype X, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015328	presence of Shigella flexneri Y in feces	"Shigella flexneri serotype Y, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015329	presence of Astrovirus in feces by reverse transcription polymerase chain reaction assay	"Astrovirus, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015330	TaqMan threshold cycle for Adenoviridae in feces	"Adenovirus, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015332	TaqMan threshold cycle for Aeromonas in feces	Aeromonas by TAC result
http://purl.obolibrary.org/obo/EUPATH_0015333	TaqMan threshold cycle for Ancylostoma in feces	"Ancylostoma, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015334	TaqMan threshold cycle for Ascaris in feces	"Ascaris, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015335	TaqMan threshold cycle for Astroviridae in feces	"Astrovirus, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015337	TaqMan threshold cycle for Bacteroides fragilis in feces	"Bacteroides fragilis, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015338	TaqMan threshold cycle for Campylobacter in feces	"Campylobacter, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015342	TaqMan threshold cycle for Cryptosporidium in feces	"Cryptosporidium, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015343	TaqMan threshold cycle for Cryptosporidium hominis in feces	"Cryptosporidium hominis, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015344	TaqMan threshold cycle for Cryptosporidium parvum in feces	"Cryptosporidium parvum, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015345	TaqMan threshold cycle for Cyclospora in feces	"Cyclospora, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015350	TaqMan threshold cycle for Enterocytozoon bieneusi in feces	"Enterocytozoon bieneusi, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015351	TaqMan threshold cycle for Entamoeba histolytica in feces	"Entamoeba histolytica, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015352	TaqMan threshold cycle for Encephalitozoon intestinalis in feces	"Encephalitozoon intestinalis, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015358	TaqMan threshold cycle for Giardia intestinalis assemblage A in feces	"Giardia assemblage A, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015359	TaqMan threshold cycle for Giardia intestinalis assemblage B in feces	"Giardia assemblage B, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015360	TaqMan threshold cycle for Giardia in feces	"Giardia, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015361	TaqMan threshold cycle for Helicobacter pylori in feces	"Helicobacter pylori, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015362	TaqMan threshold cycle for Isospora in feces	"Isospora, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015363	TaqMan threshold cycle for Necator in feces	"Necator, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015364	TaqMan threshold cycle for Norovirus GI in feces	"Norovirus GI, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015365	TaqMan threshold cycle for Norovirus GII in feces	"Norovirus GII, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015366	TaqMan threshold cycle for Rotavirus in feces	"Rotavirus, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015367	TaqMan threshold cycle for Rotavirus G10 in feces	"Rotavirus genotype G10, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015368	TaqMan threshold cycle for Rotavirus G12 in feces	"Rotavirus genotype G12, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015369	TaqMan threshold cycle for Rotavirus G1 in feces	"Rotavirus genotype G1, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015370	TaqMan threshold cycle for Rotavirus G2 in feces	"Rotavirus genotype G2, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015371	TaqMan threshold cycle for Rotavirus G3 in feces	"Rotavirus genotype G3, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015372	TaqMan threshold cycle for Rotavirus G4 in feces	"Rotavirus genotype G4, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015373	TaqMan threshold cycle for Rotavirus G8 in feces	"Rotavirus genotype G8, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015374	TaqMan threshold cycle for Rotavirus G9 in feces	"Rotavirus genotype G9, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015377	TaqMan threshold cycle for Rotavirus A P4 in feces	"Rotavirus genotype P4, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015378	TaqMan threshold cycle for Human rotavirus P6 in feces	"Rotavirus genotype P6, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015379	TaqMan threshold cycle for Rotavirus A P8 in feces	"Rotavirus genotype P8, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015381	TaqMan threshold cycle for Salmonella in feces	"Salmonella, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015382	TaqMan threshold cycle for Sapovirus in feces	"Sapovirus, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015386	TaqMan threshold cycle for Strongyloides in feces	"Strongyloides, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015387	TaqMan threshold cycle for Trichuris trichiura in feces	"Trichuris trichiura, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015388	TaqMan threshold cycle for Vibrio cholerae in feces	"Vibrio cholerae, by TAC result"
http://purl.obolibrary.org/obo/EUPATH_0015401	presence of Ancylostoma duodenale in feces by real time polymerase chain reaction assay	"Ancylostoma duodenale, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015402	presence of Ascaris lumbricoides in feces by real time polymerase chain reaction assay	"Ascaris lumbricoides, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015403	Ascaris lumbricoides in feces by reverse transcription polymerase chain reaction assay datum	"Ascaris lumbricoides, by RT-PCR result"
http://purl.obolibrary.org/obo/EUPATH_0015407	Bacteroides fragilis in feces by reverse transcription polymerase chain reaction assay datum	"Bacteroides fragilis, by RT-PCR result"
http://purl.obolibrary.org/obo/EUPATH_0015429	presence of Helicobacter pylori in feces by immunoassay	"Helicobacter pylori, by immunoassay"
http://purl.obolibrary.org/obo/EUPATH_0015431	presence of Ancylostomatoidea in feces by real time polymerase chain reaction assay	"Hookworm, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015437	presence of Necator americanus in feces by real time polymerase chain reaction assay	"Necator americanus, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015441	Shigella dysenteriae 1 in feces datum	"Shigella dysenteriae serotype 1, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0015442	Shigella flexneri 7 in feces datum	"Shigella flexneri serotype 7, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0015443	presence of Shigella flexneri 1a in feces	"Shigella flexneri serotype 1A, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015444	presence of Shigella flexneri 1b in feces	"Shigella flexneri serotype 1B, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015445	presence of Shigella flexneri 2a in feces	"Shigella flexneri serotype 2A, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015446	presence of Shigella flexneri 2b in feces	"Shigella flexneri serotype 2B, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015447	presence of Shigella flexneri 3a in feces	"Shigella flexneri serotype 3A, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015448	presence of Shigella flexneri 3b in feces	"Shigella flexneri serotype 3B, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015449	"presence of Shigella flexneri, serovar 3c in feces"	"Shigella flexneri 3C, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015450	presence of Shigella flexneri 7a in feces	"Shigella flexneri 7A, by bacteriology"
http://purl.obolibrary.org/obo/EUPATH_0015454	feces specimen mass measurement datum	Stool weight
http://purl.obolibrary.org/obo/EUPATH_0015455	Strongyloides stercoralis in feces by reverse transcription polymerase chain reaction assay datum	"Strongyloides stercoralis, by RT-PCR result"
http://purl.obolibrary.org/obo/EUPATH_0015456	presence of Strongyloides stercoralis in feces by reverse transcription polymerase chain reaction assay	"Strongyloides stercoralis, by RT-PCR"
http://purl.obolibrary.org/obo/EUPATH_0015458	date of feces microbiology assay	Test date
http://purl.obolibrary.org/obo/EUPATH_0015460	presence of Bacteroides fragilis in feces by polymerase chain reaction assay	"Bacteroides fragilis toxin-pos, by PCR"
http://purl.obolibrary.org/obo/EUPATH_0015461	Vibrio cholerae O1 biovar El Tor in feces datum	"Vibrio cholerae O1 El Tor, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0015462	Vibrio cholerae O1 in feces datum	"Vibrio cholerae O1, by bacteriology result"
http://purl.obolibrary.org/obo/EUPATH_0015463	Vibrio cholerae O139 in feces datum	"Vibrio cholerae O139, by bacteriology result"
