ontology ID	entity type	label	alternative term	definition	definition source	example of usage	term editor	editor note	term tracker item	parent class	obsolete	obsolescence reason	replacement term	comment	Source	inSubset														
EUPATH:0000262	class	obsolete drinking water from water truck						"was ICEMR PRISM household, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000263	annotation property	obsolete Amazonia data dictionary label (es)									true			Label of terms used in Amazonia data dictionary. It is in Spanish.																
EUPATH:0000264	annotation property	obsolete Amazonia preferred label (en)									true			English label used in Amazonia project for display on the website																
EUPATH:0000265	annotation property	obsolete Amazonia preferred label (es)									true			Spanish label used in Amazonia project for display on the website																
EUPATH:0000266	annotation property	obsolete ontological label									true			label of term used in the ontology																
EUPATH:0000267	annotation property	obsolete PRISM data dictionary label (en)									true			Label of terms used in PRISM data dictionary. It is in English.																
EUPATH:0000268	annotation property	obsolete PRISM preferred label (en)									true			English label used in Prism project for display on the website																
EUPATH:0000269	annotation property	obsolete Amazonia description									true			Term description provided by Amazonia group																
EUPATH:0000270	annotation property	obsolete PRISM description									true			Term description provided by PRISM group																
EUPATH:0000271	annotation property	obsolete term type									true	http://purl.obolibrary.org/obo/IAO_0000103		"Three options of term type:
- category: used for organize the filter in the website, not ontology term
- variable: term in the data dictionary of project. Should have mapped ontology term associate with it
- value: controlled vocubulary used for annotation of variable in the data dictionary. Should have mapped ontology term associate with it"																
EUPATH:0000272	annotation property	obsolete resource ID									true			specify ICEMR term original from which database																
EUPATH:0000273	annotation property	obsolete ontological definition									true			definition of term in ontology																
EUPATH:0000275	class	obsolete ATCC number		A centrally registered identifier symbol assigned by the American Type Culture Collection (ATCC).						Obsolete Class	true																			
EUPATH:0000279	class	obsolete symptomatic episode						"was in ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000280	class	obsolete chloroquine resistant						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000281	class	obsolete pyrimethamine and chloroquine resistant						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000282	class	"obsolete pyrimethamine, mefloquine and chloroquine resistant"						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000283	class	"obsolete pyrimethamine resistant, chloroquine sensitive"						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000284	class	obsolete record of unknown information						"was in ICEMR prism, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000285	class	"obsolete pyrimethamine,chloroquine, and mefloquine resistant"								Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000286	class	obsolete sodium antimony gluconate resistant	not responsive to SAG therapy					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000287	class	obsolete sodium antimony gluconate sensitive	Sensitive to SAG					"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000288	class	obsolete no malaria parasite infection diagnosis						"was ICEMR PRISM observation, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000292	class	obsolete early treatment failure	ETF					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000293	class	obsolete late clinical failure	LCF					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000294	class	obsolete late failure	LF					"was in EuPathDB/PlasmoDB, no longer used | Shannon Takala Harrison:  Also not sure about LF, it could either be late failure or lost to follow-up. | Term need for annotation NIH-10K experiment, treatment outcome"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103			  															
EUPATH:0000294	class	obsolete late failure	LF					"was in EuPathDB/PlasmoDB, no longer used | Shannon Takala Harrison:  Also not sure about LF, it could either be late failure or lost to follow-up. | Term need for annotation NIH-10K experiment, treatment outcome"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000295	class	obsolete lost to follow-up	LOSS					"no longer used | Shannon Takala Harrison: LOSS probably also means the patient was lost to follow-up. | Term need for annotation NIH-10K experiment, treatment outcome"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103			  															
EUPATH:0000295	class	obsolete lost to follow-up	LOSS					"no longer used | Shannon Takala Harrison: LOSS probably also means the patient was lost to follow-up. | Term need for annotation NIH-10K experiment, treatment outcome"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000296	class	obsolete late parasitological failure	LPF					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103			  															
EUPATH:0000296	class	obsolete late parasitological failure	LPF					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000297	class	obsolete Late Treatment Failure	LTF					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103			  															
EUPATH:0000297	class	obsolete Late Treatment Failure	LTF					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000298	class	obsolete unknown outcome	NULL					"was EuPathDB/PlasmoDB term, no longer used | Shannon Takala Harrison: Not sure what NULL means; it could also indicate lost to follow-up. | Term need for annotation NIH-10K experiment, treatment outcome"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000299	class	obsolete have a subsequent P. vivax infection	VIVAX					"was ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000300	class	obsolete withdrew from the study	WTH					"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000301	class	obsolete summary information about a dwelling						"was ICEMR, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000313	class	obsolete single catch entomological measurement datum		an entomological data item that is the specified output of an assay that has a collection of insect specimens as specified input; this collection is the specified output of exactly one catch of live specimens	VEuPathDB		Person: John Judkins			Obsolete Class	true																			
EUPATH:0000314	class	obsolete scheduled clinical visit		a clinical visit that realizes the concretization of a protocol specifying the time of the visit	VEuPathDB		Person: John Judkins			Obsolete Class	true																			
EUPATH:0000315	class	obsolete unscheduled clinical visit		a clinical visit that occurs at a time that is not mentioned in a protocol that directs the time of the visit	VEuPathDB		Person: John Judkins			Obsolete Class	true																			
EUPATH:0000327	class	obsolete entomological data item	entomological measurement data	a data item that is about a collection of insects	EuPathDB		Person: John Judkins			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003077																	
EUPATH:0000328	class	obsolete clinical visit information						"was ICEMR PRISM, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000329	annotation property	obsolete Indian data dictionary label (en)									true			Label of terms used in Indian data dictionary. It is in English.																
EUPATH:0000330	annotation property	obsolete Indian preferred label (en)									true			English label used in Indian project for display on the website																
EUPATH:0000331	annotation property	obsolete Indian description									true			Term description provided by Indian group																
EUPATH:0000332	annotation property	obsolete Amazonia data dictionary label (en)									true			Translated English label of terms in Amazonia data dictionary.																
EUPATH:0000333	class	obsolete easting coordinate measurement datum		One dimensional cartesian spatial coordinate datum refers to eastward-measured distance (or the x-coordinate). The terms easting and northing are geographic Cartesian coordinates for a point. Easting and northing coordinates are commonly measured in meters from a horizontal datum.						Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003066																	
EUPATH:0000334	class	obsolete northing coordinate measurement datum		One dimensional cartesian spatial coordinate datum refers to the northward-measured distance (or the y-coordinate). The terms easting and northing are geographic Cartesian coordinates for a point. Easting and northing coordinates are commonly measured in meters from a horizontal datum.						Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003067																	
EUPATH:0000339	class	obsolete dwelling animal information		A dwelling information about animal living in a human dwelling.						Obsolete Class	true																			
EUPATH:0000340	class	obsolete human traveling information		An information content entity that is about human traveling.				replaced with OMRSE:00000142		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OMRSE_00000142																	
EUPATH:0000345	class	obsolete educational level information		An information content entity that is about the highest level of schooling that a person has reached.						Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OMRSE_00002045																	
EUPATH:0000352	class	obsolete job role		"A human social role realized in a process that often performed in exchange for payment. Many people have multiple job roles, such as those of parent, homemaker, and employee."	https://en.wikipedia.org/wiki/Job					Obsolete Class	true																			
EUPATH:0000353	class	obsolete economic activity		A planned process that a person participates in exchange for payment. The job role born by the person is realized in the process.						Obsolete Class	true																			
EUPATH:0000354	class	obsolete primary economic activity		An economic activity that a person is involved in primarily.						Obsolete Class	true																			
EUPATH:0000356	class	obsolete primary economic activity description		A textual entity that describes a person's primary economic activity.						Obsolete Class	true																			
EUPATH:0000357	class	obsolete secondary economic activity description		A textual entity that describes a person's secondary economic activity.						Obsolete Class	true																			
EUPATH:0000368	class	obsolete garbage disposal		An environmental feature for disposing garbage.						Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/ENVO_01001260																	
EUPATH:0000369	class	obsolete community name		A textual entity about community where a person is living.						Obsolete Class	true																			
EUPATH:0000370	class	obsolete study location name		A textual entity about community where a study taken place.						Obsolete Class	true																			
EUPATH:0000371	class	obsolete first line malaria medication		A malaria medication that is generally taken for initial treatment of malaria.						Obsolete Class	true																			
EUPATH:0000372	class	obsolete second line malaria medication		"""A malaria medication that is given when first-line medication doesn't work, or stops working."""						Obsolete Class	true																			
EUPATH:0000373	class	obsolete information of whether malaria medication is given						"was in ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000384	class	obsolete days of travel						"was ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000385	class	obsolete information of whether ship is taken during a trip						"was in ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000386	class	obsolete information on place visited during a trip		an information content entity that is about a geographic location in which part of a journey occurs	VEuPathDB		Person: John Judkins			Obsolete Class	true																			
EUPATH:0000393	class	obsolete information on participant status at visit		an information content entity that is about a human participant under investigation and specifies whether the person is present for a scheduled clinical visit	VEuPathDB		Person: John Judkins			Obsolete Class	true																			
EUPATH:0000394	class	obsolete information of whether address has changed						"was ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000397	class	obsolete bed net treatment information						"was in ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000402	class	obsolete blood pressure measurement datum						no longer used		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000403	class	obsolete proximity to case dwelling datum		A categorical measurement datum about proximity to case dwelling.						Obsolete Class	true																			
EUPATH:0000404	class	obsolete information of whether a census form filled at enrollment						no longer used		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000405	class	obsolete clinic organization		an organization that administrates a medical care center that provides healthcare services on an outpatient basis			Person: John Judkins			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000406	class	obsolete clinic location		A geographic location where the clinic is located.						Obsolete Class	true																			
EUPATH:0000408	class	obsolete division number		A textual entity about a 'division' or 'ward' being a sub-division of a city.						Obsolete Class	true																			
EUPATH:0000415	class	obsolete information of whether a person is family head						"was ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000416	class	obsolete hospital registration number						"was ICEMR Amazonia, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000420	class	obsolete information on where malaria diagnosed in last 12 months		an information content entity that specifies any locations in which a diagnostic process has occurred in the past twelve months that resulted in a diagnosis of malaria	VEuPathDB		Person: John Judkins			Obsolete Class	true																			
EUPATH:0000421	class	obsolete number of asexual parasite		a count of the number of instances of a parasite in a life cycle stage in which reproduction is asexual	"EuPathDB, Centers for Disease Control and Prevention"		Person: John Judkins			Obsolete Class	true																			
EUPATH:0000422	class	obsolete number of sexual parasite						"was ICEMR, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000433	class	obsolete parasite species identification by PCR assay		An organism identification assay that identifies the species of parasites by PCR.	VEuPathDB					Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003044																	
EUPATH:0000434	class	obsolete primary health center name		A textual entity that denotes the public health clinic/hospital that the human subject normally uses (for non malaria illness).						Obsolete Class	true																			
EUPATH:0000436	class	obsolete information that there is no illness		An information that specifies a person has no illness.						Obsolete Class	true																			
EUPATH:0000437	class	obsolete falcivax rapid diagnostic test		A laboratory test that can quickly establishing the diagnosis of  P. falciparum or P. vivax malaria infection by detecting the antigens in a person's blood.						Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003041																	
EUPATH:0000438	class	obsolete optimal-IT rapid diagnostic test		"A laboratory test that is a rapid, sensitive malaria test that is able to differentiate between P. falciparum and other malaria parasites."	VEuPathDB					Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003042																	
EUPATH:0000453	class	obsolete location zone number		A text entity of a zone number denotes to a geographic location.						Obsolete Class	true																			
EUPATH:0000454	class	obsolete average mapping coverage								Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/GENEPIO_0000092																	
EUPATH:0000455	class	obsolete proportion mapped reads		a data item that is about a sequencing assay and is the ratio of the count of mapped reads to the total count of reads	VEuPathDB		John Judkins			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003056																	
EUPATH:0000456	class	obsolete number mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000457	class	obsolete average read length						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000458	class	obsolete unstranded unique average mapping coverage						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000459	class	obsolete unstranded unique proportion mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000460	class	obsolete unstranded unique number mapped reads						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000461	class	obsolete unstranded unique average read length						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000462	class	obsolete unstranded non unique average mapping coverage						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000463	class	obsolete unstranded non unique proportion mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000464	class	obsolete unstranded non unique number mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000465	class	obsolete unstranded non unique average read length						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000466	class	obsolete first strand unique average mapping coverage						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000467	class	obsolete first strand unique proportion mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000468	class	obsolete first strand unique number mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000469	class	obsolete first strand unique average read length						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000470	class	obsolete first strand non unique unstranded unique average mapping coverage						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000471	class	obsolete first strand non unique unstranded unique proportion mapped reads						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000472	class	obsolete first strand non unique unstranded unique number mapped reads						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000473	class	obsolete first strand non unique unstranded unique average read length						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000474	class	obsolete second strand unique unstranded non unique average mapping coverage						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000475	class	obsolete second strand unique unstranded non unique proportion mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000476	class	obsolete second strand unique unstranded non unique number mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000477	class	obsolete second strand unique unstranded non unique average read length						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000478	class	obsolete second strand non unique first strand unique average mapping coverage						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000479	class	obsolete second strand non unique first strand unique proportion mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000480	class	obsolete second strand non unique first strand unique number mapped reads						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000481	class	obsolete second strand non unique first strand unique average read length						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000482	class	obsolete Candida albicans strain 12C			https://www.beiresources.org/Catalog/Fungi/NR-29444.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000483	class	obsolete Candida albicans strain L26			https://www.beiresources.org/Catalog/Fungi/NR-29445.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000484	class	obsolete diagnosis of asymptomatic parasitemia		A diagnosis based on parasites detected by microscopy (parasite density > 0) or LAMP assay (LAMP result is positive) in the absence of febrile (subjective fever and  temperature>=38).						Obsolete Class	true																			
EUPATH:0000485	class	obsolete diagnosis of submicroscopic parasitemia		A diagnosis based on presence of parasites by LAMP assay when microscopy result was negative in the absence of subjective fever or documented elevated temperature.			"Person: Grant Dorsey, Jie Zheng"			Obsolete Class	true																			
EUPATH:0000488	class	obsolete information on blood smear not performed		An information content entity is about blood smear not performed.			"Person: Jie Zheng, Grant Dorsey"		https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/37	Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103			PRISM															
EUPATH:0000495	class	obsolete information on whether hive treated with tetracyline		An information content entity that idicates whether the hive was treated with tetracyline to prevent infection with the bacterial pathogen Paenibacillus larvae.			"Person: Daniel Beiting, Jie Zheng"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103			microbiome															
EUPATH:0000496	class	obsolete information on whether specimen from mother or child		"An information indicates that samples from child or from the mother, or both."	"microbiome | Person: Daniel Beiting, Jie Zheng"				https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/194	Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/EUPATH_0000594																	
EUPATH:0000498	class	obsolete 16S rRNA gene region for sequencing		A region of the 16S rRNA gene that was PCR amplified and sequenced.			"Person: Daniel Beiting, Jie Zheng"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/SO_0001000		microbiome															
EUPATH:0000500	class	obsolete bronchial wash specimen						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000501	class	obsolete bronchoalveolar lavage fluid specimen						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000502	class	obsolete lung aspirate specimen						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000503	class	obsolete lung lesion specimen						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000504	class	obsolete lung mold bronch specimen						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000505	class	obsolete lung nodule specimen						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000506	class	obsolete TGH specimen						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000507	class	obsolete TGH mold iso specimen						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000508	class	obsolete number of contigs						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000509	class	obsolete number of genes called						"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000510	class	obsolete number of bases						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000511	class	obsolete lesion on arm specimen						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000512	class	obsolete common name of organism		"A textual entity refers to a taxon or organism that is based on the normal language of everyday life; this kind of name is often contrasted with the scientific name for the same organism, which is Latinized."	https://en.wikipedia.org/wiki/Common_name					Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003074																	
EUPATH:0000516	class	obsolete electrolyte disturbances					"Person: Jie Zheng, Chris Stoeckert, John Judkins"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/HP_0003111																	
EUPATH:0000517	class	obsolete Candida albicans strain P37005			https://www.beiresources.org/Catalog/Fungi/NR-29447.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000528	class	obsolete gametocyte detection assay		An assay that detects parasite gametocyte in a specimen.	VEuPathDB		"Person: Jie Zheng, Chris Stoeckert"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003036																	
EUPATH:0000538	class	obsolete parasite detection assay		An assay that detects parasite in a specimen.			"Person: Jie Zheng, Chris Stoeckert"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003038			ICEMR protein array														
EUPATH:0000539	class	obsolete parasite detection by PCR assay		An assay that detects parasite in a specimen using PCR.	VEuPathDB		"Person: Jie Zheng, Chris Stoeckert"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003045																	
EUPATH:0000544	class	obsolete organismal body temperature measurement assay		An assay that detects body temperature of an organism.			"Person: Jie Zheng, Chris Stoeckert"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003080			ICEMR protein array														
EUPATH:0000545	class	obsolete malaria rapid diagnosis test		An assay that is quick and easy in the diagnosis of malaria by detecting evidence of malaria parasites (antigens) in human blood.			"Person: Jie Zheng, Chris Stoeckert"			Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000228	http://purl.obolibrary.org/obo/OBI_0003037																	
EUPATH:0000554	class	obsolete Candida albicans strain 19F			https://www.beiresources.org/Catalog/Fungi/NR-29449.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000555	class	obsolete Candida albicans strain P78048			https://www.beiresources.org/Catalog/Fungi/NR-29434.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000556	class	obsolete Candida albicans strain P37037			https://www.beiresources.org/Catalog/Fungi/NR-29450.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000557	class	obsolete Candida albicans strain P37039			https://www.beiresources.org/Catalog/Fungi/NR-29451.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000558	class	obsolete Candida albicans strain SC5314						"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000559	class	obsolete Candida albicans strain P57072			https://www.beiresources.org/Catalog/Fungi/NR-29435.aspx			"was in EuPathDB/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000560	class	obsolete Candida albicans strain P76055			https://www.beiresources.org/Catalog/Fungi/NR-29441.aspx			"was in EuPath/PlasmoDB, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
EUPATH:0000561	class	obsolete Candida albicans strain P76067			https://www.beiresources.org/Catalog/Fungi/NR-29442.aspx			"was EuPathDB/PlasmoDB term, no longer used"		Obsolete Class	true	http://purl.obolibrary.org/obo/IAO_0000103																		
